circuit_section_id,circuit_id,line_situation,voltage,circuit_section_name_normalized,circuit_name_normalized,candidate_labels,candidate_bases,match_status,appendix_indices,appendix_node_labels,appendix_base_labels,gsp_candidates,resolution_notes
113329343_178877588,113329343.511,UNDERGROUND,33000.0,NEEPSEND 5399 - CLAYWHEELS LANE 33/11KV 474,NEEPSEND 5399 (CLAYWHEELSLANE A) - CLAYWHEELS LANE 33/11KV 474,"[""NEEPSEND"", ""CLAYWHEELS LANE"", ""CLAYWHEELSLANE A""]","[""NEEPSEND"", ""CLAYWHEELS LANE"", ""CLAYWHEELSLANE A""]",unmatched,[],[],"[""NEEPSEND"", ""CLAYWHEELSLANE A"", ""CLAYWHEELS LANE""]","[""Bradford West"", ""Creyke Beck"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Poppleton"", ""Saltend North"", ""Skelton Grange"", ""Thurcroft"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113329345_125590314,113329345.501,DUCTED,33000.0,NEEPSEND 5399 - 125590314,NEEPSEND 5399 (STANNINGTON ROAD 2 A) - 125590314,"[""NEEPSEND"", ""STANNINGTON ROAD A""]","[""NEEPSEND"", ""STANNINGTON ROAD A""]",unmatched,[],[],"[""STANNINGTON ROAD A"", ""NEEPSEND""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
113329345_125590314,113329345.501,UNDERGROUND,33000.0,NEEPSEND 5399 - 125590314,NEEPSEND 5399 (STANNINGTON ROAD 2 A) - 125590314,"[""NEEPSEND"", ""STANNINGTON ROAD A""]","[""NEEPSEND"", ""STANNINGTON ROAD A""]",unmatched,[],[],"[""STANNINGTON ROAD A"", ""NEEPSEND""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
113329833_113331041,113329833.506,UNDERGROUND,33000.0,NORTON LEES GSP 2320 - SAXON ROAD 583,NORTON LEES GSP 2320 (SAXON ROAD 1 A) - SAXON ROAD 583,"[""NORTON LEES GSP"", ""SAXON ROAD"", ""SAXON ROAD A""]","[""NORTON LEES GSP"", ""SAXON ROAD"", ""SAXON ROAD A""]",unmatched,[],[],"[""NORTON LEES GSP"", ""SAXON ROAD A"", ""SAXON ROAD""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
113329944_113328622,113329944.506,UNDERGROUND,33000.0,MILLHOUSES 3180 - WOODSEATS 33/11KV 273,MILLHOUSES 3180 (SPARE A) - WOODSEATS 33/11KV 273,"[""MILLHOUSES"", ""WOODSEATS"", ""SPARE A""]","[""MILLHOUSES"", ""WOODSEATS"", ""SPARE A""]",matched,[217],"[""MILLHOUSES TRANSFORMER 2"", ""WOODSEATS TRANSFORMER 2""]","[""MILLHOUSES"", ""WOODSEATS"", ""SPARE A""]","[""Jordanthorpe""]",Unique base pair match
113329947_127014509,113329947.503,UNDERGROUND,33000.0,MILLHOUSES 3180 - BASLOW ROAD 2954,MILLHOUSES 3180 (BASLOW ROAD A) - BASLOW ROAD 2954,"[""MILLHOUSES"", ""BASLOW ROAD"", ""BASLOW ROAD A""]","[""MILLHOUSES"", ""BASLOW ROAD"", ""BASLOW ROAD A""]",matched,[845],"[""MILLHOUSES TRANSFORMER 1"", ""BASLOW ROAD TRANSFORMER 1""]","[""BASLOW ROAD A"", ""MILLHOUSES"", ""BASLOW ROAD""]","[""Jordanthorpe""]",Unique base pair match
113329953_127013886,113329953.507,UNDERGROUND,33000.0,NORTON LEES GSP 2320 - GLEADLESS VALLEY 2161,NORTON LEES GSP 2320 (GLEADLESS VALLEY 1 A) - GLEADLESS VALLEY 2161,"[""NORTON LEES GSP"", ""GLEADLESS VALLEY"", ""GLEADLESS VALLEY A""]","[""NORTON LEES GSP"", ""GLEADLESS VALLEY"", ""GLEADLESS VALLEY A""]",ambiguous,"[559, 1689]",[],"[""TEAM VALLEY"", ""NORTON LEES GSP"", ""GLEADLESS VALLEY"", ""GLEADLESS VALLEY A"", ""RAVENSWORTH TEAM VALLEY DUNSTON TEE""]","[""Stella South""]",Multiple Appendix rows share the same base pair
113329954_113322041,113329954.508,UNDERGROUND,33000.0,NORTON LEES GSP 2320 - MARMION ROAD 36,NORTON LEES GSP 2320 (SPARE 3 SECTION 1 A) - MARMION ROAD 36,"[""NORTON LEES GSP"", ""MARMION ROAD"", ""SPARE A""]","[""NORTON LEES GSP"", ""MARMION ROAD"", ""SPARE A""]",unmatched,[],[],"[""NORTON LEES GSP"", ""SPARE A"", ""MARMION ROAD""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
113329955_113330970,113329955.512,UNDERGROUND,33000.0,NORTON LEES GSP 2320 - WOODSEATS 33/11KV 273,NORTON LEES GSP 2320 (WOODSEATS A) - WOODSEATS 33/11KV 273,"[""NORTON LEES GSP"", ""WOODSEATS"", ""WOODSEATS A""]","[""NORTON LEES GSP"", ""WOODSEATS"", ""WOODSEATS A""]",unmatched,[],[],"[""NORTON LEES GSP"", ""WOODSEATS A"", ""WOODSEATS""]","[""Creyke Beck"", ""Ferrybridge A"", ""Jordanthorpe"", ""Norton"", ""Norton Lees"", ""Skelton Grange"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113329957_127013885,113329957.514,UNDERGROUND,33000.0,NORTON LEES GSP 2320 - GLEADLESS VALLEY 2161,NORTON LEES GSP 2320 (GLEADLESS VALLEY 2 A) - GLEADLESS VALLEY 2161,"[""NORTON LEES GSP"", ""GLEADLESS VALLEY"", ""GLEADLESS VALLEY A""]","[""NORTON LEES GSP"", ""GLEADLESS VALLEY"", ""GLEADLESS VALLEY A""]",ambiguous,"[559, 1689]",[],"[""TEAM VALLEY"", ""NORTON LEES GSP"", ""GLEADLESS VALLEY"", ""GLEADLESS VALLEY A"", ""RAVENSWORTH TEAM VALLEY DUNSTON TEE""]","[""Stella South""]",Multiple Appendix rows share the same base pair
113329960_127012384,113329960.517,UNDERGROUND,33000.0,NORTON LEES GSP 2320 - SNAITHING PARK ROAD 3488,NORTON LEES GSP 2320 (SNAITHING PARK ROAD A) - SNAITHING PARK ROAD 3488,"[""NORTON LEES GSP"", ""SNAITHING PARK ROAD"", ""SNAITHING PARK ROAD A""]","[""NORTON LEES GSP"", ""SNAITHING PARK ROAD"", ""SNAITHING PARK ROAD A""]",unmatched,[],[],"[""NORTON LEES GSP"", ""SNAITHING PARK ROAD A"", ""SNAITHING PARK ROAD""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""Thurcroft"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
113329961_127011104,113329961.518,UNDERGROUND,33000.0,NORTON LEES GSP 2320 - NORFOLK PARK 3338,NORTON LEES GSP 2320 (NORFOLK PARK A) - NORFOLK PARK 3338,"[""NORTON LEES GSP"", ""NORFOLK PARK"", ""NORFOLK PARK A""]","[""NORTON LEES GSP"", ""NORFOLK PARK"", ""NORFOLK PARK A""]",unmatched,[],[],"[""NORTON LEES GSP"", ""NORFOLK PARK"", ""NORFOLK PARK A""]","[""Creyke Beck"", ""Elland"", ""Ferrybridge A"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Norton"", ""Norton Lees"", ""Sheffield City"", ""Skelton Grange"", ""Thurcroft"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
113330368_178877587,113330368.505,UNDERGROUND,33000.0,RAWSON SPRING ROAD 4569 - CLAYWHEELS LANE 33/11KV 474,RAWSON SPRING ROAD 4569 (33KV TRANSFORMER 2) - CLAYWHEELS LANE 33/11KV 474,"[""RAWSON SPRING ROAD"", ""CLAYWHEELS LANE"", ""TRANSFORMER""]","[""RAWSON SPRING ROAD"", ""CLAYWHEELS LANE"", ""TRANSFORMER""]",matched,[223],"[""RAWSON SPRING ROAD TRANSFORMER 2"", ""CLAYWHEELS LANE TRANSFORMER 2""]","[""TRANSFORMER"", ""RAWSON SPRING ROAD"", ""CLAYWHEELS LANE""]","[""Neepsend""]",Unique base pair match
113330693_127013056,113330693.516,DUCTED,33000.0,SHEFFIELD CITY GSP 3407 - SILVER STREET 3900,SHEFFIELD CITY GSP 3407 (SILVER STREET A) - SILVER STREET 3900,"[""SHEFFIELD CITY GSP"", ""SILVER STREET"", ""SILVER STREET A""]","[""SHEFFIELD CITY GSP"", ""SILVER STREET"", ""SILVER STREET A""]",ambiguous,"[235, 237]",[],"[""SHEFFIELD CITY SGT2"", ""SHEFFIELD CITY SGT1"", ""SILVER STREET"", ""SHEFFIELD CITY GSP"", ""SILVER STREET A"", ""ARUNDEL STREET""]","[""Sheffield City""]",Multiple Appendix rows share the same base pair
113330693_127013056,113330693.516,UNDERGROUND,33000.0,SHEFFIELD CITY GSP 3407 - SILVER STREET 3900,SHEFFIELD CITY GSP 3407 (SILVER STREET A) - SILVER STREET 3900,"[""SHEFFIELD CITY GSP"", ""SILVER STREET"", ""SILVER STREET A""]","[""SHEFFIELD CITY GSP"", ""SILVER STREET"", ""SILVER STREET A""]",ambiguous,"[235, 237]",[],"[""SHEFFIELD CITY SGT2"", ""SHEFFIELD CITY SGT1"", ""SILVER STREET"", ""SHEFFIELD CITY GSP"", ""SILVER STREET A"", ""ARUNDEL STREET""]","[""Sheffield City""]",Multiple Appendix rows share the same base pair
113330694_122424805,113330694.515,UNDERGROUND,33000.0,SHEFFIELD CITY GSP 3407 - 122424805,SHEFFIELD CITY GSP 3407 (ARUNDEL STREET 1 A) - 122424805,"[""SHEFFIELD CITY GSP"", ""ARUNDEL STREET A""]","[""SHEFFIELD CITY GSP"", ""ARUNDEL STREET A""]",ambiguous,"[235, 237]",[],"[""SHEFFIELD CITY SGT2"", ""SHEFFIELD CITY SGT1"", ""SHEFFIELD CITY GSP"", ""ARUNDEL STREET A"", ""ARUNDEL STREET""]","[""Sheffield City""]",Multiple Appendix rows share the same base pair
113330695_113328518,113330695.513,UNDERGROUND,33000.0,SHEFFIELD CITY GSP 3407 - ELLIN STREET 622,SHEFFIELD CITY GSP 3407 (ELLIN STREET 1 A) - ELLIN STREET 622,"[""SHEFFIELD CITY GSP"", ""ELLIN STREET"", ""ELLIN STREET A""]","[""SHEFFIELD CITY GSP"", ""ELLIN STREET"", ""ELLIN STREET A""]",ambiguous,"[235, 237]",[],"[""SHEFFIELD CITY SGT2"", ""SHEFFIELD CITY SGT1"", ""SHEFFIELD CITY GSP"", ""ELLIN STREET A"", ""ARUNDEL STREET"", ""ELLIN STREET""]","[""Sheffield City""]",Multiple Appendix rows share the same base pair
113330698_127012654,113330698.509,UNDERGROUND,33000.0,SHEFFIELD CITY GSP 3407 - ARUNDEL STREET 2567,SHEFFIELD CITY GSP 3407 (ARUNDEL STREET 2 A) - ARUNDEL STREET 2567,"[""SHEFFIELD CITY GSP"", ""ARUNDEL STREET"", ""ARUNDEL STREET A""]","[""SHEFFIELD CITY GSP"", ""ARUNDEL STREET"", ""ARUNDEL STREET A""]",ambiguous,"[235, 237]",[],"[""SHEFFIELD CITY SGT2"", ""SHEFFIELD CITY SGT1"", ""SHEFFIELD CITY GSP"", ""ARUNDEL STREET A"", ""ARUNDEL STREET""]","[""Sheffield City""]",Multiple Appendix rows share the same base pair
113330818_113327541,113330818.507,UNDERGROUND,33000.0,SHEFFIELD CITY GSP 3407 - ELLIN STREET 622,SHEFFIELD CITY GSP 3407 (ELLIN STREET 2 A) - ELLIN STREET 622,"[""SHEFFIELD CITY GSP"", ""ELLIN STREET"", ""ELLIN STREET A""]","[""SHEFFIELD CITY GSP"", ""ELLIN STREET"", ""ELLIN STREET A""]",ambiguous,"[235, 237]",[],"[""SHEFFIELD CITY SGT2"", ""SHEFFIELD CITY SGT1"", ""SHEFFIELD CITY GSP"", ""ELLIN STREET A"", ""ARUNDEL STREET"", ""ELLIN STREET""]","[""Sheffield City""]",Multiple Appendix rows share the same base pair
113330819_127012875,113330819.505,UNDERGROUND,33000.0,SHEFFIELD CITY GSP 3407 - ELLIN STREET 622,SHEFFIELD CITY GSP 3407 (ELLIN STREET 3 A) - ELLIN STREET 622,"[""SHEFFIELD CITY GSP"", ""ELLIN STREET"", ""ELLIN STREET A""]","[""SHEFFIELD CITY GSP"", ""ELLIN STREET"", ""ELLIN STREET A""]",ambiguous,"[235, 237]",[],"[""SHEFFIELD CITY SGT2"", ""SHEFFIELD CITY SGT1"", ""SHEFFIELD CITY GSP"", ""ELLIN STREET A"", ""ARUNDEL STREET"", ""ELLIN STREET""]","[""Sheffield City""]",Multiple Appendix rows share the same base pair
113330890_127014510,113330890.0,UNDERGROUND,33000.0,GREENHILL 3661 - BASLOW ROAD 2954,GREENHILL 3661 (BASLOW ROAD) - BASLOW ROAD 2954,"[""GREENHILL"", ""BASLOW ROAD""]","[""GREENHILL"", ""BASLOW ROAD""]",matched,[214],"[""BASLOW ROAD TRANSFORMER 2"", ""GREENHILL TRANSFORMER 2""]","[""BASLOW ROAD"", ""GREENHILL""]","[""Jordanthorpe""]",Unique base pair match
113330971_113326933,113330971.0,UNDERGROUND,33000.0,WOODSEATS 33/11KV 273 - JORDANTHORPE GSP 4163,WOODSEATS 33/11KV 273 (TRANSFORMER 2) - JORDANTHORPE GSP 4163,"[""WOODSEATS"", ""JORDANTHORPE GSP"", ""TRANSFORMER""]","[""WOODSEATS"", ""JORDANTHORPE GSP"", ""TRANSFORMER""]",ambiguous,"[216, 844]",[],"[""JORDANTHORPE SGT2"", ""WOODSEATS"", ""JORDANTHORPE GSP"", ""JORDANTHORPE SGT1"", ""TRANSFORMER""]","[""Jordanthorpe""]",Multiple Appendix rows share the same base pair
113331042_127011105,113331042.503,UNDERGROUND,33000.0,SAXON ROAD 583 - NORFOLK PARK 3338,SAXON ROAD 583 (NORFOLK PARK A) - NORFOLK PARK 3338,"[""SAXON ROAD"", ""NORFOLK PARK"", ""NORFOLK PARK A""]","[""SAXON ROAD"", ""NORFOLK PARK"", ""NORFOLK PARK A""]",matched,[855],"[""SAXON ROAD TRANSFORMER 1"", ""NORFOLK PARK TRANSFORMER 1""]","[""SAXON ROAD"", ""NORFOLK PARK"", ""NORFOLK PARK A""]","[""Norton Lees""]",Unique base pair match
113331044_113321644,113331044.506,UNDERGROUND,33000.0,SAXON ROAD 583 - MARMION ROAD 36,SAXON ROAD 583 (MARMION ROAD A) - MARMION ROAD 36,"[""SAXON ROAD"", ""MARMION ROAD"", ""MARMION ROAD A""]","[""SAXON ROAD"", ""MARMION ROAD"", ""MARMION ROAD A""]",matched,[225],"[""MARMION ROAD TRANSFORMER 1"", ""SAXON ROAD TRANSFORMER 2""]","[""MARMION ROAD A"", ""SAXON ROAD"", ""MARMION ROAD""]","[""Norton Lees""]",Unique base pair match
113332620_125201382,113332620.0,OVERHEAD,66000.0,BEIGHTON 933 - 125201382 TEED,BEIGHTON 933 (KIVETON PARK) - KIVETON PARK 2461 TEED,"[""BEIGHTON"", ""KIVETON PARK""]","[""BEIGHTON"", ""KIVETON PARK""]",matched,[909],"[""BEIGHTON TRANSFORMER 2"", ""KIVETON PARK TRANSFORMER 1""]","[""BEIGHTON"", ""KIVETON PARK""]","[""Thurcroft""]",Unique base pair match
113333804_127017315,113333804.511,UNDERGROUND,33000.0,WINCOBANK GSP 5394 - NEW DROPPINGWELL ROAD 53900,WINCOBANK GSP 5394 (BLACKBURN VALLEY 3 A) - NEW DROPPINGWELL ROAD 53900,"[""WINCOBANK GSP"", ""NEW DROPPINGWELL"", ""BLACKBURN VALLEY A""]","[""WINCOBANK GSP"", ""NEW DROPPINGWELL"", ""BLACKBURN VALLEY A""]",matched,[867],"[""WINCOBANK SGT1"", ""NEW DROPPINGWELL ROAD TRANSFORMER 1""]","[""WINCOBANK SGT1"", ""BLACKBURN VALLEY A"", ""NEW DROPPINGWELL"", ""NEW DROPPINGWELL ROAD"", ""WINCOBANK GSP""]","[""Wincobank""]",Unique base pair match
113333886_127009914,113333886.0,UNDERGROUND,33000.0,DARNALL 63 - REVILL LANE 3926,DARNALL 63 (REVILL LANE) - REVILL LANE 3926,"[""DARNALL"", ""REVILL LANE""]","[""DARNALL"", ""REVILL LANE""]",matched,[948],"[""REVILL LANE TRANSFORMER 2"", ""DARNALL TRANSFORMER 2""]","[""REVILL LANE"", ""DARNALL""]","[""West Melton / Thorpe Marsh""]",Unique base pair match
113334119_127015556,113334119.506,UNDERGROUND,33000.0,SHEPCOTE TINSLEY 48260 - TINSLEY PARK ROAD 619,SHEPCOTE TINSLEY 48260 (TINSLEY PARK ROAD) - TINSLEY PARK ROAD 619,"[""SHEPCOTE TINSLEY"", ""TINSLEY PARK ROAD""]","[""SHEPCOTE TINSLEY"", ""TINSLEY PARK ROAD""]",matched,[866],"[""SHEPCOTE TINSLEY TRANSFORMER 2"", ""TINSLEY PARK ROAD TRANSFORMER 2""]","[""TINSLEY PARK ROAD"", ""SHEPCOTE TINSLEY""]","[""Wincobank""]",Unique base pair match
113334121_113334453,113334121.501,UNDERGROUND,33000.0,SHEPCOTE TINSLEY 48260 - WINCOBANK GSP 5394,SHEPCOTE TINSLEY 48260 (WINCOBANK 1) - WINCOBANK GSP 5394,"[""SHEPCOTE TINSLEY"", ""WINCOBANK GSP"", ""WINCOBANK""]","[""SHEPCOTE TINSLEY"", ""WINCOBANK GSP"", ""WINCOBANK""]",ambiguous,"[242, 243, 868]",[],"[""WINCOBANK SGT1"", ""SHEPCOTE TINSLEY"", ""TINSLEY PARK ROAD"", ""WINCOBANK SGT2"", ""WINCOBANK GSP"", ""WINCOBANK""]","[""Wincobank""]",Multiple Appendix rows share the same base pair
113334123_127010534,113334123.503,UNDERGROUND,33000.0,SHEPCOTE TINSLEY 48260 - WAVERLEY BUSINESS PARK 46495,SHEPCOTE TINSLEY 48260 (WAVERLEY BUSINESS PARK) - WAVERLEY BUSINESS PARK 46495,"[""SHEPCOTE TINSLEY"", ""WAVERLEY BUSINESS"", ""WAVERLEY BUSINESS PARK""]","[""SHEPCOTE TINSLEY"", ""WAVERLEY BUSINESS"", ""WAVERLEY BUSINESS PARK""]",matched,[241],"[""SHEPCOTE TINSLEY TRANSFORMER 1"", ""WAVERLEY BUSINESS PARK TRANSFORMER 1""]","[""WAVERLEY BUSINESS PARK"", ""SHEPCOTE TINSLEY"", ""WAVERLEY BUSINESS""]","[""Wincobank""]",Unique base pair match
113334320_127009562,113334320.0,UNDERGROUND,33000.0,BLACKBURN MEADOWS B 5578 - BLACKBURN MEADOWS 33/11KV 2492,BLACKBURN MEADOWS B 5578 (BLACKBURN MDS 33/11KV TX2 A) - BLACKBURN MEADOWS 33/11KV 2492,"[""BLACKBURN MEADOWS B"", ""BLACKBURN MEADOWS"", ""BLACKBURN MDS"", ""TX2 A""]","[""BLACKBURN MEADOWS B"", ""BLACKBURN MEADOWS"", ""BLACKBURN MDS"", ""TX2 A""]",ambiguous,"[926, 927]",[],"[""BLACKBURN MDS"", ""TX2 A"", ""BLACKBURN MEADOWS B"", ""BLACKBURN MEADOWS""]","[""West Melton / Thorpe Marsh""]",Multiple Appendix rows share the same base pair
113334321_127010029,113334321.0,UNDERGROUND,33000.0,BLACKBURN MEADOWS B 5578 - TEMPLEBOROUGH 33/11KV 343,BLACKBURN MEADOWS B 5578 (TEMPLEBORO NO 2 A) - TEMPLEBOROUGH 33/11KV 343,"[""BLACKBURN MEADOWS B"", ""TEMPLEBOROUGH"", ""TEMPLEBORO A""]","[""BLACKBURN MEADOWS B"", ""TEMPLEBOROUGH"", ""TEMPLEBORO A""]",ambiguous,"[923, 925]",[],"[""TEMPLEBOROUGH"", ""TEMPLEBORO A"", ""BLACKBURN MEADOWS B""]","[""West Melton / Thorpe Marsh""]",Multiple Appendix rows share the same base pair
113334322_127009557,113334322.0,UNDERGROUND,33000.0,BLACKBURN MEADOWS B 5578 - TINSLEY WIRE 33/11KV 3001,BLACKBURN MEADOWS B 5578 (TINSLEY WIRE INDUSTRIES 2) - TINSLEY WIRE 33/11KV 3001,"[""BLACKBURN MEADOWS B"", ""TINSLEY WIRE"", ""TINSLEY WIRE INDUSTRIES""]","[""BLACKBURN MEADOWS B"", ""TINSLEY WIRE"", ""TINSLEY WIRE INDUSTRIES""]",matched,[362],"[""TINSLEY WIRE INDUSTRIES TRANSFORMER 1"", ""BLACKBURN MEADOWS B TRANSFORMER 4""]","[""TINSLEY WIRE"", ""BLACKBURN MEADOWS B"", ""TINSLEY WIRE INDUSTRIES""]","[""West Melton / Thorpe Marsh""]",Unique base pair match
113334323_127010573,113334323.0,UNDERGROUND,33000.0,BLACKBURN MEADOWS B 5578 - BOC BRINSWORTH 1269,BLACKBURN MEADOWS B 5578 (BOC BRINSWORTH 2 A) - BOC BRINSWORTH 1269,"[""BLACKBURN MEADOWS B"", ""BOC BRINSWORTH"", ""BOC BRINSWORTH A""]","[""BLACKBURN MEADOWS B"", ""BOC BRINSWORTH"", ""BOC BRINSWORTH A""]",ambiguous,"[326, 327]",[],"[""BOC BRINSWORTH A"", ""BOC BRINSWORTH"", ""BLACKBURN MEADOWS B""]","[""West Melton / Thorpe Marsh""]",Multiple Appendix rows share the same base pair
113334324_113333935,113334324.0,UNDERGROUND,33000.0,BLACKBURN MEADOWS B 5578 - ALSING ROAD 52732,BLACKBURN MEADOWS B 5578 (ALSING ROAD 2) - ALSING ROAD 52732,"[""BLACKBURN MEADOWS B"", ""ALSING"", ""ALSING ROAD""]","[""BLACKBURN MEADOWS B"", ""ALSING"", ""ALSING ROAD""]",ambiguous,"[924, 1484]",[],"[""ALSING"", ""ALSING ROAD"", ""BLACKBURN MEADOWS B""]","[""West Melton / Thorpe Marsh""]",Multiple Appendix rows share the same base pair
113334447_113333938,113334447.0,UNDERGROUND,33000.0,BLACKBURN MEADOWS B 5578 - ALSING ROAD 52732,BLACKBURN MEADOWS B 5578 (ALSING ROAD 1) - ALSING ROAD 52732,"[""BLACKBURN MEADOWS B"", ""ALSING"", ""ALSING ROAD""]","[""BLACKBURN MEADOWS B"", ""ALSING"", ""ALSING ROAD""]",ambiguous,"[924, 1484]",[],"[""ALSING"", ""ALSING ROAD"", ""BLACKBURN MEADOWS B""]","[""West Melton / Thorpe Marsh""]",Multiple Appendix rows share the same base pair
113334447_113333938,113334447.0,DUCTED,33000.0,BLACKBURN MEADOWS B 5578 - ALSING ROAD 52732,BLACKBURN MEADOWS B 5578 (ALSING ROAD 1) - ALSING ROAD 52732,"[""BLACKBURN MEADOWS B"", ""ALSING"", ""ALSING ROAD""]","[""BLACKBURN MEADOWS B"", ""ALSING"", ""ALSING ROAD""]",ambiguous,"[924, 1484]",[],"[""ALSING"", ""ALSING ROAD"", ""BLACKBURN MEADOWS B""]","[""West Melton / Thorpe Marsh""]",Multiple Appendix rows share the same base pair
113334448_127010028,113334448.0,UNDERGROUND,33000.0,BLACKBURN MEADOWS B 5578 - TEMPLEBOROUGH 33/11KV 343,BLACKBURN MEADOWS B 5578 (TEMPLEBOROUGH 1 A) - TEMPLEBOROUGH 33/11KV 343,"[""BLACKBURN MEADOWS B"", ""TEMPLEBOROUGH"", ""TEMPLEBOROUGH A""]","[""BLACKBURN MEADOWS B"", ""TEMPLEBOROUGH"", ""TEMPLEBOROUGH A""]",ambiguous,"[923, 925]",[],"[""TEMPLEBOROUGH A"", ""TEMPLEBOROUGH"", ""BLACKBURN MEADOWS B""]","[""West Melton / Thorpe Marsh""]",Multiple Appendix rows share the same base pair
113334449_127009558,113334449.0,UNDERGROUND,33000.0,BLACKBURN MEADOWS B 5578 - TINSLEY WIRE 33/11KV 3001,BLACKBURN MEADOWS B 5578 (TINSLEY WIRE INDUSTRIES A) - TINSLEY WIRE 33/11KV 3001,"[""BLACKBURN MEADOWS B"", ""TINSLEY WIRE"", ""TINSLEY WIRE INDUSTRIES A""]","[""BLACKBURN MEADOWS B"", ""TINSLEY WIRE"", ""TINSLEY WIRE INDUSTRIES A""]",ambiguous,"[362, 866]",[],"[""TINSLEY PARK ROAD"", ""SHEPCOTE TINSLEY"", ""BLACKBURN MEADOWS B"", ""TINSLEY WIRE INDUSTRIES A"", ""TINSLEY WIRE"", ""TINSLEY WIRE INDUSTRIES""]","[""West Melton / Thorpe Marsh"", ""Wincobank""]",Multiple Appendix rows share the same base pair
113334450_127009891,113334450.0,UNDERGROUND,33000.0,BLACKBURN MEADOWS B 5578 - BOC BRINSWORTH 1269,BLACKBURN MEADOWS B 5578 (BOC BRINSWORTH 1 A) - BOC BRINSWORTH 1269,"[""BLACKBURN MEADOWS B"", ""BOC BRINSWORTH"", ""BOC BRINSWORTH A""]","[""BLACKBURN MEADOWS B"", ""BOC BRINSWORTH"", ""BOC BRINSWORTH A""]",ambiguous,"[326, 327]",[],"[""BOC BRINSWORTH A"", ""BOC BRINSWORTH"", ""BLACKBURN MEADOWS B""]","[""West Melton / Thorpe Marsh""]",Multiple Appendix rows share the same base pair
