circuit_section_id,circuit_id,line_situation,voltage,circuit_section_name_normalized,circuit_name_normalized,candidate_labels,candidate_bases,match_status,appendix_indices,appendix_node_labels,appendix_base_labels,gsp_candidates,resolution_notes
105333324_122903969,113269135.1,OVERHEAD,33000.0,105333324 - 122903969,THORPE LANE NO 1 33KV LSI 4778 - BEESTON ROYDS 132/33KV 693 TEED,"[""THORPE LANE LSI"", ""BEESTON ROYDS""]","[""THORPE LANE LSI"", ""BEESTON ROYDS""]",unmatched,[],[],"[""THORPE LANE LSI"", ""BEESTON ROYDS""]","[""Bradford West"", ""Creyke Beck"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Poppleton"", ""Saltend North"", ""Skelton Grange"", ""Thurcroft"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113214649_180693799,113244457.51,UNDERGROUND,33000.0,CLARENDON STREET 5618 - 180693799,HULL SOUTH 5625 (CLARENDON STREET A) - CLARENDON STREET 5618,"[""CLARENDON STREET"", ""HULL SOUTH"", ""CLARENDON STREET A""]","[""CLARENDON STREET"", ""HULL SOUTH"", ""CLARENDON STREET A""]",matched,[193],"[""HULL SOUTH TRANSFORMER 2"", ""CLARENDON STREET TRANSFORMER 2""]","[""HULL SOUTH"", ""CLARENDON STREET"", ""CLARENDON STREET A""]","[""Creyke Beck""]",Unique base pair match
113214649_180693800,113244457.51,UNDERGROUND,33000.0,CLARENDON STREET 5618 - 180693800,HULL SOUTH 5625 (CLARENDON STREET A) - CLARENDON STREET 5618,"[""CLARENDON STREET"", ""HULL SOUTH"", ""CLARENDON STREET A""]","[""CLARENDON STREET"", ""HULL SOUTH"", ""CLARENDON STREET A""]",matched,[193],"[""HULL SOUTH TRANSFORMER 2"", ""CLARENDON STREET TRANSFORMER 2""]","[""HULL SOUTH"", ""CLARENDON STREET"", ""CLARENDON STREET A""]","[""Creyke Beck""]",Unique base pair match
113215166_180697856,113244464.505,UNDERGROUND,33000.0,ALFRED GELDER STREET 5923 - 180697856,HULL SOUTH 5625 (ALFRED GELDER A) - ALFRED GELDER STREET 5923,"[""ALFRED GELDER STREET"", ""HULL SOUTH"", ""ALFRED GELDER A""]","[""ALFRED GELDER STREET"", ""HULL SOUTH"", ""ALFRED GELDER A""]",matched,[798],"[""ALFRED GELDER STREET TRANSFORMER 1"", ""HULL SOUTH TRANSFORMER 1""]","[""ALFRED GELDER A"", ""ALFRED GELDER STREET"", ""HULL SOUTH""]","[""Creyke Beck""]",Unique base pair match
113215166_180697869,113244464.505,UNDERGROUND,33000.0,ALFRED GELDER STREET 5923 - 180697869,HULL SOUTH 5625 (ALFRED GELDER A) - ALFRED GELDER STREET 5923,"[""ALFRED GELDER STREET"", ""HULL SOUTH"", ""ALFRED GELDER A""]","[""ALFRED GELDER STREET"", ""HULL SOUTH"", ""ALFRED GELDER A""]",matched,[798],"[""ALFRED GELDER STREET TRANSFORMER 1"", ""HULL SOUTH TRANSFORMER 1""]","[""ALFRED GELDER A"", ""ALFRED GELDER STREET"", ""HULL SOUTH""]","[""Creyke Beck""]",Unique base pair match
113215413_122525154,113245660.213,UNDERGROUND,132000.0,CORNWALL STREET 6024 - 122525154,SCULCOATES B 8460 (CORNWALL 2 A) - CORNWALL STREET 6024 TEED,"[""CORNWALL STREET"", ""SCULCOATES B"", ""CORNWALL A""]","[""CORNWALL STREET"", ""SCULCOATES B"", ""CORNWALL A""]",unmatched,[],[],"[""SCULCOATES B"", ""CORNWALL STREET"", ""CORNWALL A""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""South Shields"", ""Stella North"", ""Tynemouth"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113215413_122525155,113245660.213,UNDERGROUND,132000.0,CORNWALL STREET 6024 - 122525155,SCULCOATES B 8460 (CORNWALL 2 A) - CORNWALL STREET 6024 TEED,"[""CORNWALL STREET"", ""SCULCOATES B"", ""CORNWALL A""]","[""CORNWALL STREET"", ""SCULCOATES B"", ""CORNWALL A""]",unmatched,[],[],"[""SCULCOATES B"", ""CORNWALL STREET"", ""CORNWALL A""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""South Shields"", ""Stella North"", ""Tynemouth"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113215425_122664665,113245662.113,UNDERGROUND,132000.0,CORNWALL STREET 6024 - 122664665 TEED,SCULCOATES B 8460 (CORNWALL 1 A) - CORNWALL STREET 6024 TEED,"[""CORNWALL STREET"", ""SCULCOATES B"", ""CORNWALL A""]","[""CORNWALL STREET"", ""SCULCOATES B"", ""CORNWALL A""]",unmatched,[],[],"[""SCULCOATES B"", ""CORNWALL STREET"", ""CORNWALL A""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""South Shields"", ""Stella North"", ""Tynemouth"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113215624_160696875,113245283.0,UNDERGROUND,132000.0,HULL SOUTH 5625 - 160696875,CREYKE BECK GSP 8464 (HULL SOUTH 2) - HULL SOUTH 5625,"[""HULL SOUTH"", ""CREYKE BECK GSP""]","[""HULL SOUTH"", ""CREYKE BECK GSP""]",ambiguous,"[184, 809, 810, 1376]",[],"[""CREYKE BECK SGT2"", ""HULL SOUTH"", ""CREYKE BECK SGT1"", ""CREYKE BECK GSP"", ""HULL WEST""]","[""Creyke Beck""]",Multiple Appendix rows share the same base pair
113215624_160696875,113245283.0,DUCTED,132000.0,HULL SOUTH 5625 - 160696875,CREYKE BECK GSP 8464 (HULL SOUTH 2) - HULL SOUTH 5625,"[""HULL SOUTH"", ""CREYKE BECK GSP""]","[""HULL SOUTH"", ""CREYKE BECK GSP""]",ambiguous,"[184, 809, 810, 1376]",[],"[""CREYKE BECK SGT2"", ""HULL SOUTH"", ""CREYKE BECK SGT1"", ""CREYKE BECK GSP"", ""HULL WEST""]","[""Creyke Beck""]",Multiple Appendix rows share the same base pair
113216947_123573456,113253175.0,UNDERGROUND,132000.0,GRIMSBY WEST 1 58 - 123573456,GRIMSBY WEST 1 58 (SPARE 803 132KV B) - 123573458,"[""GRIMSBY WEST"", ""SPARE B""]","[""GRIMSBY WEST"", ""SPARE B""]",unmatched,[],[],"[""GRIMSBY WEST"", ""SPARE B""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Skelton Grange"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113216947_123573457,113253175.0,UNDERGROUND,132000.0,GRIMSBY WEST 1 58 - 123573457,GRIMSBY WEST 1 58 (SPARE 803 132KV B) - 123573458,"[""GRIMSBY WEST"", ""SPARE B""]","[""GRIMSBY WEST"", ""SPARE B""]",unmatched,[],[],"[""GRIMSBY WEST"", ""SPARE B""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Skelton Grange"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113217353_177410518,113245661.113,UNDERGROUND,132000.0,SCULCOATES A 5627 - 177410518,SCULCOATES B 8460 (TRANSFORMER 1A A) - SCULCOATES A 5627,"[""SCULCOATES A"", ""SCULCOATES B"", ""TRANSFORMER 1A A""]","[""SCULCOATES A"", ""SCULCOATES B"", ""TRANSFORMER 1A A""]",matched,[826],"[""SCULCOATES A TRANSFORMER 1"", ""SCULCOATES B1""]","[""TRANSFORMER 1A A"", ""SCULCOATES A"", ""SCULCOATES B1"", ""SCULCOATES B""]","[""Creyke Beck""]",Unique base pair match
113217353_177410526,113245661.113,UNDERGROUND,132000.0,SCULCOATES A 5627 - 177410526,SCULCOATES B 8460 (TRANSFORMER 1A A) - SCULCOATES A 5627,"[""SCULCOATES A"", ""SCULCOATES B"", ""TRANSFORMER 1A A""]","[""SCULCOATES A"", ""SCULCOATES B"", ""TRANSFORMER 1A A""]",matched,[826],"[""SCULCOATES A TRANSFORMER 1"", ""SCULCOATES B1""]","[""TRANSFORMER 1A A"", ""SCULCOATES A"", ""SCULCOATES B1"", ""SCULCOATES B""]","[""Creyke Beck""]",Unique base pair match
113217354_176337501,113245659.213,UNDERGROUND,132000.0,SCULCOATES A 5627 - 176337501,SCULCOATES B 8460 (TRANSFORMER 2A A) - SCULCOATES A 5627,"[""SCULCOATES A"", ""SCULCOATES B"", ""TRANSFORMER 2A A""]","[""SCULCOATES A"", ""SCULCOATES B"", ""TRANSFORMER 2A A""]",matched,[826],"[""SCULCOATES A TRANSFORMER 1"", ""SCULCOATES B1""]","[""TRANSFORMER 2A A"", ""SCULCOATES A"", ""SCULCOATES B1"", ""SCULCOATES B""]","[""Creyke Beck""]",Unique base pair match
113217354_176337503,113245659.213,UNDERGROUND,132000.0,SCULCOATES A 5627 - 176337503,SCULCOATES B 8460 (TRANSFORMER 2A A) - SCULCOATES A 5627,"[""SCULCOATES A"", ""SCULCOATES B"", ""TRANSFORMER 2A A""]","[""SCULCOATES A"", ""SCULCOATES B"", ""TRANSFORMER 2A A""]",matched,[826],"[""SCULCOATES A TRANSFORMER 1"", ""SCULCOATES B1""]","[""TRANSFORMER 2A A"", ""SCULCOATES A"", ""SCULCOATES B1"", ""SCULCOATES B""]","[""Creyke Beck""]",Unique base pair match
113218341_123039281,113273919.0,UNDERGROUND,132000.0,BRAMHAM 3736 - 123039281,WHINMOOR 3845 (BRAMHAM 103) - BRAMHAM 3736 TEED,"[""BRAMHAM"", ""WHINMOOR""]","[""BRAMHAM"", ""WHINMOOR""]",matched,[89],"[""BRAMHAM TRANSFORMER 2"", ""WHINMOOR TRANSFORMER 1""]","[""BRAMHAM"", ""WHINMOOR""]","[""Ferrybridge B""]",Unique base pair match
113218341_123947343,113273919.0,UNDERGROUND,132000.0,BRAMHAM 3736 - 123947343,WHINMOOR 3845 (BRAMHAM 103) - BRAMHAM 3736 TEED,"[""BRAMHAM"", ""WHINMOOR""]","[""BRAMHAM"", ""WHINMOOR""]",matched,[89],"[""BRAMHAM TRANSFORMER 2"", ""WHINMOOR TRANSFORMER 1""]","[""BRAMHAM"", ""WHINMOOR""]","[""Ferrybridge B""]",Unique base pair match
113218342_123947344,113278748.0,UNDERGROUND,132000.0,BRAMHAM 3736 - 123947344,FERRYBRIDGE B GSP 7774 (BRAMHAM/HARROGATE 203) - BRAMHAM 3736 TEED,"[""BRAMHAM"", ""FERRYBRIDGE B GSP"", ""HARROGATE""]","[""BRAMHAM"", ""FERRYBRIDGE B GSP"", ""HARROGATE""]",unmatched,[],[],"[""BRAMHAM"", ""HARROGATE"", ""FERRYBRIDGE B GSP""]","[""Ferrybridge A"", ""Ferrybridge B"", ""Jordanthorpe"", ""Kirkstall B"", ""Knaresborough"", ""Skelton Grange"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113218342_123947346,113278748.0,UNDERGROUND,132000.0,BRAMHAM 3736 - 123947346,FERRYBRIDGE B GSP 7774 (BRAMHAM/HARROGATE 203) - BRAMHAM 3736 TEED,"[""BRAMHAM"", ""FERRYBRIDGE B GSP"", ""HARROGATE""]","[""BRAMHAM"", ""FERRYBRIDGE B GSP"", ""HARROGATE""]",unmatched,[],[],"[""BRAMHAM"", ""HARROGATE"", ""FERRYBRIDGE B GSP""]","[""Ferrybridge A"", ""Ferrybridge B"", ""Jordanthorpe"", ""Kirkstall B"", ""Knaresborough"", ""Skelton Grange"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113218434_123852646,113276050.0,UNDERGROUND,66000.0,RUSHOLME WINDFARM 50403 - 123852646,CAMBLESFORTH 46835 (RUSHOLME WINDFARM) - RUSHOLME WINDFARM 50403,"[""RUSHOLME WINDFARM"", ""CAMBLESFORTH""]","[""RUSHOLME WINDFARM"", ""CAMBLESFORTH""]",unmatched,[],[],"[""CAMBLESFORTH"", ""RUSHOLME WINDFARM""]","[""Blyth 132kV"", ""Blyth 66kV"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge B"", ""Fourstones 20kV"", ""Grimsby West"", ""Keadby"", ""Norton"", ""Saltend North"", ""Spennymoor GSP"", ""Thurcroft"", ""West Melton / Thorpe Marsh""]",No base-pair match; review suggested GSPs
113218434_123852647,113276050.0,UNDERGROUND,66000.0,RUSHOLME WINDFARM 50403 - 123852647,CAMBLESFORTH 46835 (RUSHOLME WINDFARM) - RUSHOLME WINDFARM 50403,"[""RUSHOLME WINDFARM"", ""CAMBLESFORTH""]","[""RUSHOLME WINDFARM"", ""CAMBLESFORTH""]",unmatched,[],[],"[""CAMBLESFORTH"", ""RUSHOLME WINDFARM""]","[""Blyth 132kV"", ""Blyth 66kV"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge B"", ""Fourstones 20kV"", ""Grimsby West"", ""Keadby"", ""Norton"", ""Saltend North"", ""Spennymoor GSP"", ""Thurcroft"", ""West Melton / Thorpe Marsh""]",No base-pair match; review suggested GSPs
113218871_174273245,170357520.0,UNDERGROUND,132000.0,WHINMOOR 3845 - 174273245,FERRYBRIDGE MULTIFUEL 57533 (WHINMOOR (405)) - WHINMOOR 3845 TEED,"[""WHINMOOR"", ""FERRYBRIDGE MULTIFUEL""]","[""WHINMOOR"", ""FERRYBRIDGE MULTIFUEL""]",matched,[1297],"[""FERRYBRIDGE MULTIFUEL"", ""WHINMOOR TRANSFORMER 2""]","[""WHINMOOR"", ""FERRYBRIDGE MULTIFUEL""]","[""Ferrybridge A""]",Unique base pair match
113218871_174273246,170357520.0,UNDERGROUND,132000.0,WHINMOOR 3845 - 174273246,FERRYBRIDGE MULTIFUEL 57533 (WHINMOOR (405)) - WHINMOOR 3845 TEED,"[""WHINMOOR"", ""FERRYBRIDGE MULTIFUEL""]","[""WHINMOOR"", ""FERRYBRIDGE MULTIFUEL""]",matched,[1297],"[""FERRYBRIDGE MULTIFUEL"", ""WHINMOOR TRANSFORMER 2""]","[""WHINMOOR"", ""FERRYBRIDGE MULTIFUEL""]","[""Ferrybridge A""]",Unique base pair match
113219235_124303318,113271047.0,UNDERGROUND,132000.0,FERRYBRIDGE B GSP 7774 - 124303318,FERRYBRIDGE B GSP 7774 (FRYSTON LANE 2 603) - FRYSTON LANE 54149 TEED,"[""FERRYBRIDGE B GSP"", ""FRYSTON LANE"", ""FRYSTON""]","[""FERRYBRIDGE B GSP"", ""FRYSTON LANE"", ""FRYSTON""]",unmatched,[],[],"[""FRYSTON"", ""FRYSTON LANE"", ""FERRYBRIDGE B GSP""]","[""Bradford West"", ""Creyke Beck"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Poppleton"", ""Saltend North"", ""Skelton Grange"", ""Thurcroft"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113219240_124304762,113278748.0,UNDERGROUND,132000.0,FERRYBRIDGE B GSP 7774 - 124304762,FERRYBRIDGE B GSP 7774 (BRAMHAM/HARROGATE 203) - BRAMHAM 3736 TEED,"[""FERRYBRIDGE B GSP"", ""BRAMHAM"", ""HARROGATE""]","[""FERRYBRIDGE B GSP"", ""BRAMHAM"", ""HARROGATE""]",unmatched,[],[],"[""BRAMHAM"", ""HARROGATE"", ""FERRYBRIDGE B GSP""]","[""Ferrybridge A"", ""Ferrybridge B"", ""Jordanthorpe"", ""Kirkstall B"", ""Knaresborough"", ""Skelton Grange"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113219987_113275231,113275213.103,UNDERGROUND,132000.0,LEEDS EAST 2748 INTERNALS:BUSBARS:666045033250 - EHV SWITCH / DISCONNECTOR:884498641527 TEED,LEEDS EAST 2748 (LEEDS NORTH 1 B) - 122656371 TEED,"[""LEEDS EAST"", ""BUSBARS"", ""SWITCH"", ""DISCONNECTOR"", ""LEEDS NORTH B""]","[""LEEDS EAST"", ""BUSBARS"", ""SWITCH"", ""DISCONNECTOR"", ""LEEDS NORTH B""]",unmatched,[],[],"[""DISCONNECTOR"", ""SWITCH"", ""BUSBARS"", ""LEEDS NORTH B"", ""LEEDS EAST""]","[""Bradford West"", ""Creyke Beck"", ""Ferrybridge A"", ""Ferrybridge B"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Saltend North"", ""Saltholme"", ""Skelton Grange"", ""Spennymoor GSP"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113220274_123852547,113279538.0,UNDERGROUND,66000.0,CAMBLESFORTH 46835 - 123852547,FERRYBRIDGE 6069 [NEW] (BARLOW COMMON ROAD) - CAMBLESFORTH 46835 TEED,"[""CAMBLESFORTH"", ""FERRYBRIDGE [NEW]"", ""BARLOW COMMON ROAD""]","[""CAMBLESFORTH"", ""FERRYBRIDGE [NEW]"", ""BARLOW COMMON ROAD""]",unmatched,[],[],"[""BARLOW COMMON ROAD"", ""CAMBLESFORTH"", ""FERRYBRIDGE [NEW]""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
113220274_123852548,113279538.0,UNDERGROUND,66000.0,CAMBLESFORTH 46835 - 123852548,FERRYBRIDGE 6069 [NEW] (BARLOW COMMON ROAD) - CAMBLESFORTH 46835 TEED,"[""CAMBLESFORTH"", ""FERRYBRIDGE [NEW]"", ""BARLOW COMMON ROAD""]","[""CAMBLESFORTH"", ""FERRYBRIDGE [NEW]"", ""BARLOW COMMON ROAD""]",unmatched,[],[],"[""BARLOW COMMON ROAD"", ""CAMBLESFORTH"", ""FERRYBRIDGE [NEW]""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
113220378_126109929,113272531.0,UNDERGROUND,33000.0,TADCASTER 3570 - 126109929,BRAMHAM 3736 (TADCASTER) - TADCASTER 3570 TEED,"[""TADCASTER"", ""BRAMHAM""]","[""TADCASTER"", ""BRAMHAM""]",matched,[1307],"[""TADCASTER TRANSFORMER 1"", ""BRAMHAM TRANSFORMER 1""]","[""BRAMHAM"", ""TADCASTER""]","[""Ferrybridge B""]",Unique base pair match
113220378_126109930,113272531.0,UNDERGROUND,33000.0,TADCASTER 3570 - 126109930,BRAMHAM 3736 (TADCASTER) - TADCASTER 3570 TEED,"[""TADCASTER"", ""BRAMHAM""]","[""TADCASTER"", ""BRAMHAM""]",matched,[1307],"[""TADCASTER TRANSFORMER 1"", ""BRAMHAM TRANSFORMER 1""]","[""BRAMHAM"", ""TADCASTER""]","[""Ferrybridge B""]",Unique base pair match
113220686_123946720,113271045.0,UNDERGROUND,132000.0,KIRKHAW LANE 6042 - 123946720,FERRYBRIDGE B GSP 7774 (KIRKSHAW LANE 2) - KIRKHAW LANE 6042 TEED,"[""KIRKHAW LANE"", ""FERRYBRIDGE B GSP"", ""KIRKSHAW LANE""]","[""KIRKHAW LANE"", ""FERRYBRIDGE B GSP"", ""KIRKSHAW LANE""]",unmatched,[],[],"[""KIRKSHAW LANE"", ""KIRKHAW LANE"", ""FERRYBRIDGE B GSP""]","[""Bradford West"", ""Creyke Beck"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Poppleton"", ""Saltend North"", ""Skelton Grange"", ""Thurcroft"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113220932_126353703,113279043.0,UNDERGROUND,66000.0,370660151410 - 126353703,FERRYBRIDGE 6069 [NEW] (SUPER GRID TRANS 2) - 126353704,"[""FERRYBRIDGE [NEW]"", ""SUPER GRID TRANS""]","[""FERRYBRIDGE [NEW]"", ""SUPER GRID TRANS""]",unmatched,[],[],"[""FERRYBRIDGE [NEW]"", ""SUPER GRID TRANS""]","[""Ferrybridge A"", ""Ferrybridge B"", ""Osbaldwick""]",No base-pair match; review suggested GSPs
113220933_126354380,113279042.0,UNDERGROUND,66000.0,370660151410 - 126354380,FERRYBRIDGE 6069 [NEW] (SUPER GRID TRANS 1) - 126354379,"[""FERRYBRIDGE [NEW]"", ""SUPER GRID TRANS""]","[""FERRYBRIDGE [NEW]"", ""SUPER GRID TRANS""]",unmatched,[],[],"[""FERRYBRIDGE [NEW]"", ""SUPER GRID TRANS""]","[""Ferrybridge A"", ""Ferrybridge B"", ""Osbaldwick""]",No base-pair match; review suggested GSPs
113221137_123946723,113271044.0,UNDERGROUND,132000.0,KIRKHAW LANE 6042 - 123946723,FERRYBRIDGE B GSP 7774 (KIRKSHAW LANE 1) - KIRKHAW LANE 6042 TEED,"[""KIRKHAW LANE"", ""FERRYBRIDGE B GSP"", ""KIRKSHAW LANE""]","[""KIRKHAW LANE"", ""FERRYBRIDGE B GSP"", ""KIRKSHAW LANE""]",unmatched,[],[],"[""KIRKSHAW LANE"", ""KIRKHAW LANE"", ""FERRYBRIDGE B GSP""]","[""Bradford West"", ""Creyke Beck"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Poppleton"", ""Saltend North"", ""Skelton Grange"", ""Thurcroft"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113221862_175727957,176376658.0,UNDERGROUND,66000.0,WEST MELTON 66KV 1548 - 175727957,WEST MELTON 66KV 1548 (GRID TRANSFORMER 1 1TO (608)) - WEST MELTON 132KV 1548,"[""WEST MELTON"", ""GRID TRANSFORMER 1TO""]","[""WEST MELTON"", ""GRID TRANSFORMER 1TO""]",unmatched,[],[],"[""WEST MELTON"", ""GRID TRANSFORMER 1TO""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Grimsby West"", ""Hartmoor"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113221862_175727961,176376658.0,UNDERGROUND,66000.0,WEST MELTON 66KV 1548 - 175727961,WEST MELTON 66KV 1548 (GRID TRANSFORMER 1 1TO (608)) - WEST MELTON 132KV 1548,"[""WEST MELTON"", ""GRID TRANSFORMER 1TO""]","[""WEST MELTON"", ""GRID TRANSFORMER 1TO""]",unmatched,[],[],"[""WEST MELTON"", ""GRID TRANSFORMER 1TO""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Grimsby West"", ""Hartmoor"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113221863_176858843,176376666.0,UNDERGROUND,66000.0,WEST MELTON 66KV 1548 - 176858843,WEST MELTON 66KV 1548 (GRID TRANSFORMER 2 2TO (611)) - WEST MELTON 132KV 1548,"[""WEST MELTON"", ""GRID TRANSFORMER 2TO""]","[""WEST MELTON"", ""GRID TRANSFORMER 2TO""]",unmatched,[],[],"[""WEST MELTON"", ""GRID TRANSFORMER 2TO""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Grimsby West"", ""Hartmoor"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113221863_176858844,176376666.0,UNDERGROUND,66000.0,WEST MELTON 66KV 1548 - 176858844,WEST MELTON 66KV 1548 (GRID TRANSFORMER 2 2TO (611)) - WEST MELTON 132KV 1548,"[""WEST MELTON"", ""GRID TRANSFORMER 2TO""]","[""WEST MELTON"", ""GRID TRANSFORMER 2TO""]",unmatched,[],[],"[""WEST MELTON"", ""GRID TRANSFORMER 2TO""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Grimsby West"", ""Hartmoor"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
113221864_175728252,176376657.0,UNDERGROUND,66000.0,WEST MELTON 66KV 1548 - 175728252,WEST MELTON 66KV 1548 (GRID TRANSFORMER 3 3TO (603)) - WEST MELTON 132KV 1548,"[""WEST MELTON"", ""GRID TRANSFORMER 3TO""]","[""WEST MELTON"", ""GRID TRANSFORMER 3TO""]",unmatched,[],[],"[""WEST MELTON"", ""GRID TRANSFORMER 3TO""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Grimsby West"", ""Hartmoor"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
