transformer_index,transformer_group,candidate_name,candidate_key,transformer_substation,primary_voltage_kv,secondary_voltage_kv,rating_mva,site_asset_number,site_name
88,ELLAND,Bailiff Bridge,BAILIFF BRIDGE,Bailiff Bridge,33.0,11.0,24.0,SITE-00273278,BAILIFF BRIDGE 1
89,FERRYBRIDGE A & CAMBLESFORTH,South Elmsall,ELMSALL SOUTH,South Elmsall,66.0,11.5,30.0,SITE-00272437,SOUTH ELMSALL 66/11KV 50000
90,FERRYBRIDGE A & CAMBLESFORTH,South Elmsall,ELMSALL SOUTH,South Elmsall,66.0,11.5,30.0,SITE-00272437,SOUTH ELMSALL 66/11KV 50000
91,FERRYBRIDGE A & CAMBLESFORTH,RAWCLIFFE,RAWCLIFFE,Rawcliffe,66.0,11.0,18.75,SITE-00232837,RAWCLIFFE LANE
92,FERRYBRIDGE A & CAMBLESFORTH,Guardian Glass,GLASS GUARDIAN,Guardian Glass,66.0,11.5,30.0,SITE-00267004,GUARDIAN GLASS 46463
93,FERRYBRIDGE A & CAMBLESFORTH,Goole,GOOLE,Goole,66.0,11.0,18.75,SITE-00308227,GOOLE FIELDS 2 WINDFARM 56507
94,FERRYBRIDGE A & CAMBLESFORTH,Ferrybridge A 11kV,A FERRYBRIDGE,Ferrybridge A 11kV,66.0,11.0,30.0,SITE-00291754,FERRYBRIDGE B GSP 7774
95,FERRYBRIDGE A & CAMBLESFORTH,CROWLE,CROWLE,Crowle,66.0,11.5,7.5,SITE-00273370,CROWLE 45047
96,FERRYBRIDGE B,Whinmoor,WHINMOOR,Whinmoor,132.0,33.0,90.0,SITE-00268142,WHINMOOR 3845
97,FERRYBRIDGE B,Whinmoor,WHINMOOR,Whinmoor,132.0,33.0,90.0,SITE-00268142,WHINMOOR 3845
98,FERRYBRIDGE B,Tadcaster,TADCASTER,Tadcaster,33.0,11.0,23.0,SITE-00271718,TADCASTER 3570
99,FERRYBRIDGE B,Smith Street,SMITH STREET,Smith Street,33.0,11.0,23.0,SITE-00266703,SMITH STREET 6065
100,FERRYBRIDGE B,Sledmere Garth,GARTH SLEDMERE,Sledmere Garth,33.0,11.0,18.75,SITE-00272527,SLEDMERE GARTH 3402
101,FERRYBRIDGE B,Sherburn,SHERBURN,Sherburn,33.0,11.5,25.0,SITE-00266377,SHERBURN 43357
102,FERRYBRIDGE B,Sharlston,SHARLSTON,Sharlston,33.0,11.0,23.0,SITE-00266686,SHARLSTON 6059
103,FERRYBRIDGE B,Seacroft,SEACROFT,Seacroft,33.0,11.0,23.0,SITE-00273470,SEACROFT 2950
104,FERRYBRIDGE B,Seacroft,SEACROFT,Seacroft,33.0,11.0,23.0,SITE-00273470,SEACROFT 2950
105,FERRYBRIDGE B,Roman Avenue,AVENUE ROMAN,Roman Avenue,33.0,11.0,18.75,SITE-00272431,ROMAN AVENUE 3376
106,FERRYBRIDGE B,Prince Of Wales,OF PRINCE WALES,Prince Of Wales,33.0,11.0,23.0,SITE-00266368,PRINCE OF WALES 6067
107,FERRYBRIDGE B,PREMIER WAY NORTH NO 1,1 NO NORTH PREMIER WAY,Premier Way North No 1,33.0,11.0,40.0,SITE-00266553,PREMIER WAY NORTH 1 49291
108,FERRYBRIDGE B,Kirkhaw Lane,KIRKHAW LANE,Kirkhaw Lane,132.0,33.0,90.0,SITE-00266659,KIRKHAW LANE 6042
109,FERRYBRIDGE B,Kirkhaw Lane,KIRKHAW LANE,Kirkhaw Lane,132.0,33.0,90.0,SITE-00266659,KIRKHAW LANE 6042
110,FERRYBRIDGE B,Fenton Lane,FENTON LANE,Fenton Lane,33.0,11.0,23.0,SITE-00270059,FENTON LANE LSI 4952
111,FERRYBRIDGE B,Featherstone,FEATHERSTONE,Featherstone,132.0,33.0,90.0,SITE-00268147,FEATHERSTONE 6041
112,FERRYBRIDGE B,Commonside Lane,COMMONSIDE LANE,Commonside Lane,33.0,11.5,24.0,SITE-00266639,COMMONSIDE LANE 6061
113,FERRYBRIDGE B,Carr Lane,CARR LANE,Carr Lane,33.0,11.0,18.75,SITE-00266779,CARR LANE 6064
114,HARTMOOR,Peterlee West T2,PETERLEE T2 WEST,Peterlee West,66.0,11.5,32.0,SITE-00235707,PETERLEE WEST
115,HARTMOOR,Brenda Trading T1,BRENDA T1 TRADING,Brenda Trading,66.0,11.5,30.0,SITE-00229042,BRENDA TRADING
116,HAWTHORN PIT,Houghton Red,HOUGHTON RED,Houghton,66.0,11.5,24.0,SITE-00232588,HOUGHTON
117,JORDANTHORPE,Millhouses,MILLHOUSES,Millhouses,33.0,11.0,24.0,SITE-00266675,MILLHOUSES 3180
118,JORDANTHORPE,Millhouses,MILLHOUSES,Millhouses,33.0,11.0,24.0,SITE-00266675,MILLHOUSES 3180
119,KEADBY & GRIMSBY WEST,Yarborough Road 33/11kV,ROAD YARBOROUGH,Yarborough Road 33/11kV,33.0,11.5,24.0,SITE-00268249,YARBOROUGH ROAD 3
120,KEADBY & GRIMSBY WEST,Wrawby,WRAWBY,Wrawby,33.0,11.5,30.0,SITE-00266552,WRAWBY 34
121,KEADBY & GRIMSBY WEST,Wold Newton,NEWTON WOLD,Wold Newton,132.0,33.0,90.0,SITE-00266362,WOLD NEWTON 6
122,KEADBY & GRIMSBY WEST,Walesby,WALESBY,Walesby,33.0,11.5,24.0,SITE-00266384,WALESBY 42
123,KEADBY & GRIMSBY WEST,Station Road,ROAD STATION,Station Road,33.0,11.0,30.0,SITE-00266666,STATION ROAD 33
124,KEADBY & GRIMSBY WEST,South Ferriby,FERRIBY SOUTH,South Ferriby,33.0,11.5,30.0,SITE-00267001,SOUTH FERRIBY (NEW) 29
125,KEADBY & GRIMSBY WEST,Scunthorpe South,SCUNTHORPE SOUTH,Scunthorpe South,132.0,33.0,90.0,SITE-00268145,SCUNTHORPE SOUTH 25
126,KEADBY & GRIMSBY WEST,Scunthorpe North,NORTH SCUNTHORPE,Scunthorpe North,132.0,33.0,90.0,SITE-00268143,SCUNTHORPE NORTH 24
127,KEADBY & GRIMSBY WEST,Scartho,SCARTHO,Scartho,33.0,11.0,18.75,SITE-00268050,SCARTHO 10
128,KEADBY & GRIMSBY WEST,Santon,SANTON,Santon,132.0,33.0,90.0,SITE-00268146,SANTON 63
129,KEADBY & GRIMSBY WEST,Santon,SANTON,Santon,132.0,33.0,90.0,SITE-00268146,SANTON 63
130,KEADBY & GRIMSBY WEST,Queens Road,QUEENS ROAD,Queens Road,33.0,11.5,40.0,SITE-00267003,QUEENS ROAD 14 (NEW)
131,KEADBY & GRIMSBY WEST,Queens Road,QUEENS ROAD,Queens Road,33.0,11.5,40.0,SITE-00267003,QUEENS ROAD 14 (NEW)
132,KEADBY & GRIMSBY WEST,Pasture Road South,PASTURE ROAD SOUTH,Pasture Road South,33.0,11.5,24.0,SITE-00266923,PASTURE ROAD SOUTH 35
133,KEADBY & GRIMSBY WEST,Pasture Road South,PASTURE ROAD SOUTH,Pasture Road South,33.0,11.5,24.0,SITE-00266923,PASTURE ROAD SOUTH 35
134,KEADBY & GRIMSBY WEST,North Thoresby,NORTH THORESBY,North Thoresby,33.0,11.0,24.0,SITE-00274664,NORTH THORESBY 21
135,KEADBY & GRIMSBY WEST,Normanby,NORMANBY,Normanby,33.0,11.0,12.0,SITE-00266174,NORMANBY 38
136,KEADBY & GRIMSBY WEST,Moss Road,MOSS ROAD,Moss Road,132.0,33.0,45.0,SITE-00266796,MOSS ROAD 1
137,KEADBY & GRIMSBY WEST,Moss Road,MOSS ROAD,Moss Road,132.0,33.0,45.0,SITE-00266796,MOSS ROAD 1
138,KEADBY & GRIMSBY WEST,Marsden Road,MARSDEN ROAD,Marsden Road,33.0,11.0,24.0,SITE-00266649,MARSDEN ROAD 50
139,KEADBY & GRIMSBY WEST,Louth,LOUTH,Louth,33.0,11.0,23.0,SITE-00266780,LOUTH 17
140,KEADBY & GRIMSBY WEST,KEDDINGTON ROAD,KEDDINGTON ROAD,Keddington Road,33.0,11.5,25.0,SITE-00268161,KEDDINGTON ROAD 65
141,KEADBY & GRIMSBY WEST,Immingham,IMMINGHAM,Immingham,132.0,33.0,90.0,SITE-00309141,IMMINGHAM POWER 57846
142,KEADBY & GRIMSBY WEST,Humberston,HUMBERSTON,Humberston,132.0,33.0,90.0,SITE-00266799,HUMBERSTON 4
143,KEADBY & GRIMSBY WEST,Humber Road,HUMBER ROAD,Humber Road,33.0,11.0,23.0,SITE-00272423,HUMBER ROAD 16
144,KEADBY & GRIMSBY WEST,Humber Road,HUMBER ROAD,Humber Road,33.0,11.0,23.0,SITE-00272423,HUMBER ROAD 16
145,KEADBY & GRIMSBY WEST,Grimsby Docks,DOCKS GRIMSBY,Grimsby Docks,33.0,6.6,18.75,SITE-00272223,GRIMSBY DOCKS 11
146,KEADBY & GRIMSBY WEST,Great Coates,COATES GREAT,Great Coates,33.0,11.0,23.0,SITE-00273284,GREAT COATES 12
147,KEADBY & GRIMSBY WEST,Flixborough,FLIXBOROUGH,Flixborough,33.0,11.0,24.0,SITE-00272430,FLIXBOROUGH 51
148,KEADBY & GRIMSBY WEST,EPWORTH,EPWORTH,Epworth,33.0,11.0,24.0,SITE-00266747,EPWORTH PRIMARY 45049
149,KEADBY & GRIMSBY WEST,EASTFIELD ROAD T2,EASTFIELD ROAD T2,Eastfield Road,33.0,11.0,23.0,SITE-00233864,EASTFIELD
150,KEADBY & GRIMSBY WEST,Corringham Road,CORRINGHAM ROAD,Corringham Road,33.0,11.0,23.0,SITE-00272313,CORRINGHAM ROAD 37
151,KEADBY & GRIMSBY WEST,Conyard Road,CONYARD ROAD,Conyard Road,33.0,11.0,18.75,SITE-00266696,CONYARD ROAD 9
152,KEADBY & GRIMSBY WEST,Conyard Road,CONYARD ROAD,Conyard Road,33.0,11.0,18.75,SITE-00266696,CONYARD ROAD 9
153,KEADBY & GRIMSBY WEST,Convamore Road,CONVAMORE ROAD,Convamore Road,33.0,11.0,23.0,SITE-00271703,CONVAMORE ROAD 8
154,KEADBY & GRIMSBY WEST,CAISTOR,CAISTOR,Caistor,33.0,11.0,24.0,SITE-00266656,CAISTOR 39
155,KEADBY & GRIMSBY WEST,Bottesford,BOTTESFORD,Bottesford,33.0,11.0,18.75,SITE-00266650,BOTTESFORD 27
156,KEADBY & GRIMSBY WEST,Blyton,BLYTON,Blyton,132.0,33.0,60.0,SITE-00266688,BLYTON 36
157,KEADBY & GRIMSBY WEST,BINBROOK,BINBROOK,Binbrook,33.0,11.0,7.5,SITE-00309196,BINBROOK 19
158,KEADBY & GRIMSBY WEST,BELMONT COVERT,BELMONT COVERT,Belmont Covert,33.0,11.0,24.0,SITE-00272533,BELMONT COVERT 54
159,KIRKSTALL,Kirkstall C 2/5,2 5 C KIRKSTALL,Kirkstall C 2/5,132.0,33.0,90.0,SITE-00271323,KIRKSTALL C SECTION 2+5 132/33KV 47347
160,KIRKSTALL,Iveson House,HOUSE IVESON,Iveson House,33.0,11.0,18.75,SITE-00273467,IVESON HOUSE 3009
161,KIRKSTALL,Hedley Chase,CHASE HEDLEY,Hedley Chase,33.0,11.0,23.0,SITE-00266953,HEDLEY CHASE 3910
162,KIRKSTALL,Gildersome,GILDERSOME,Gildersome,33.0,11.0,23.0,SITE-00268137,GILDERSOME BRADFORD ROAD 3414
163,KIRKSTALL,Gildersome,GILDERSOME,Gildersome,33.0,11.0,23.0,SITE-00268137,GILDERSOME BRADFORD ROAD 3414
164,KIRKSTALL,Farnley Crescent,CRESCENT FARNLEY,Farnley Crescent,33.0,11.0,24.0,SITE-00266642,FARNLEY CRESCENT 4518
165,KIRKSTALL,Clarendon Road,CLARENDON ROAD,Clarendon Road,33.0,11.0,23.0,SITE-00271415,CLARENDON ROAD 4184
166,KIRKSTALL,Clarendon Road,CLARENDON ROAD,Clarendon Road,33.0,11.0,23.0,SITE-00271415,CLARENDON ROAD 4184
167,KIRKSTALL,Bramley,BRAMLEY,Bramley,33.0,11.0,18.75,SITE-00271709,BRAMLEY 3403
168,KIRKSTALL,Bramley,BRAMLEY,Bramley,33.0,11.0,18.75,SITE-00271709,BRAMLEY 3403
169,KNAREBOROUGH,Wormald Green GT4 132kV,GREEN GT4 WORMALD,Wormald Green 132/33kV,132.0,33.0,60.0,SITE-00234090,WORMALD GREEN
170,KNAREBOROUGH,Harrogate GT2B,GT2B HARROGATE,Harrogate 132/33kV,132.0,33.0,90.0,SITE-00234087,HARROGATE
171,KNAREBOROUGH,Harrogate GT2A,GT2A HARROGATE,Harrogate 132/11kV,132.0,11.0,30.0,SITE-00234087,HARROGATE
172,KNAREBOROUGH,Wormald Green GT3,GREEN GT3 WORMALD,Wormald Green 132/33kV,132.0,33.0,60.0,SITE-00234090,WORMALD GREEN
173,KNAREBOROUGH,Starbeck T1,STARBECK T1,Starbeck,33.0,11.0,18.75,SITE-00234096,STARBECK
174,KNAREBOROUGH,Ripon T2,RIPON T2,Ripon,33.0,11.0,24.0,SITE-00234095,RIPON
175,KNAREBOROUGH,Ripon T1,RIPON T1,Ripon,33.0,11.0,24.0,SITE-00234095,RIPON
176,KNAREBOROUGH,Husthwaite T2,HUSTHWAITE T2,Husthwaite,33.0,11.0,15.0,SITE-00234088,HUSTHWAITE
177,KNAREBOROUGH,Harrogate West T2,HARROGATE T2 WEST,Harrogate West,33.0,11.0,30.0,SITE-00234087,HARROGATE
178,KNAREBOROUGH,Boroughbridge,BOROUGHBRIDGE,Boroughbridge,33.0,11.0,15.0,SITE-00234091,BOROUGHBRIDGE
179,LACKENBY,Guisborough T2 T3,GUISBOROUGH T2 T3,Guisborough T1 T2,66.0,11.5,24.0,SITE-00232017,GUISBOROUGH
180,LACKENBY,Guisborough T2 T3,GUISBOROUGH T2 T3,Guisborough T3,66.0,11.0,7.0,SITE-00232017,GUISBOROUGH
181,LACKENBY,Guisborough T1,GUISBOROUGH T1,Guisborough T1 T2,66.0,11.5,24.0,SITE-00232017,GUISBOROUGH
182,LACKENBY,Redcar T2,REDCAR T2,Redcar,66.0,11.5,45.0,SITE-00232300,REDCAR
183,LACKENBY,Redcar T1,REDCAR T1,Redcar,66.0,11.5,45.0,SITE-00232300,REDCAR
184,LACKENBY,Prissick T2,PRISSICK T2,Prissick,66.0,11.5,18.75,SITE-00232299,PRISSICK
185,LACKENBY,Grangetown T2,GRANGETOWN T2,Grangetown,66.0,11.5,24.0,SITE-00232016,GRANGETOWN
186,NEEPSEND,Stannington Road,ROAD STANNINGTON,Stannington Road,33.0,11.0,23.0,SITE-00273283,STANNINGTON ROAD 3447
187,NEEPSEND,Rawson Spring Road,RAWSON ROAD SPRING,Rawson Spring Road,33.0,11.0,23.0,SITE-00266674,RAWSON SPRING ROAD 4569
188,NEEPSEND,Rawson Spring Road,RAWSON ROAD SPRING,Rawson Spring Road,33.0,11.0,23.0,SITE-00266674,RAWSON SPRING ROAD 4569
189,NEEPSEND,Penistone Road,PENISTONE ROAD,Penistone Road,33.0,11.0,23.0,SITE-00266792,PENISTONE ROAD 4568
190,NEEPSEND,Penistone Road,PENISTONE ROAD,Penistone Road,33.0,11.0,23.0,SITE-00266792,PENISTONE ROAD 4568
191,NEEPSEND,Crookesmoor Road,CROOKESMOOR ROAD,Crookesmoor Road,33.0,11.0,23.0,SITE-00267096,CROOKESMOOR ROAD 3353
192,NEEPSEND,Claywheels Lane,CLAYWHEELS LANE,Claywheels Lane,33.0,11.0,24.0,SITE-00266783,CLAYWHEELS LANE 33/11KV 474
193,NEEPSEND,Blue Boy Street,BLUE BOY STREET,Blue Boy Street,33.0,11.0,24.0,SITE-00267099,BLUE BOY STREET 1718
194,NORTON,Urlay Nook T3,NOOK T3 URLAY,Urlay Nook,33.0,11.5,24.0,SITE-00228633,URLAY NOOK
195,NORTON,Urlay Nook T1,NOOK T1 URLAY,Urlay Nook,33.0,11.5,24.0,SITE-00228633,URLAY NOOK
196,NORTON,Thirsk T1 33kV,T1 THIRSK,Thirsk,33.0,11.5,14.0,SITE-00233065,THIRSK
197,NORTON,Stokesley T2,STOKESLEY T2,Stokesley,33.0,11.5,24.0,SITE-00229032,STOKESLEY
198,NORTON,Stokesley T1,STOKESLEY T1,Stokesley,33.0,11.5,24.0,SITE-00229032,STOKESLEY
199,NORTON,Skeeby,SKEEBY,Skeeby,132.0,33.0,90.0,SITE-00243525,SKEEBY
200,NORTON,Norton GT2,GT2 NORTON,Norton 132/11kV,132.0,11.0,40.0,SITE-00239105,NORTON
201,NORTON,North Tees T2,NORTH T2 TEES,North Tees,66.0,11.5,30.0,SITE-00244017,NORTH TEES
