transformer_index,transformer_group,candidate_name,candidate_key,transformer_substation,primary_voltage_kv,secondary_voltage_kv,rating_mva,site_asset_number,site_name
529,HAWTHORN PIT,Stoney Cut T2,CUT STONEY T2,Stoney Cut,66.0,22.0,25.0,SITE-00232591,STONEY CUT
530,HAWTHORN PIT,Shotton T2,SHOTTON T2,Shotton,66.0,11.5,18.75,SITE-00232590,SHOTTON
531,HAWTHORN PIT,Shotton T1,SHOTTON T1,Shotton,66.0,11.5,18.75,SITE-00232590,SHOTTON
532,HAWTHORN PIT,Peterlee Industrial T2,INDUSTRIAL PETERLEE T2,Peterlee Industrial,66.0,11.5,24.0,SITE-00232589,PETERLEE INDUSTRIAL
533,HAWTHORN PIT,Peterlee Industrial T1,INDUSTRIAL PETERLEE T1,Peterlee Industrial,66.0,11.5,24.0,SITE-00232589,PETERLEE INDUSTRIAL
534,HAWTHORN PIT,Houghton Green,GREEN HOUGHTON,Houghton,66.0,11.5,24.0,SITE-00232588,HOUGHTON
535,HAWTHORN PIT,Hawthorn Pit T2,HAWTHORN PIT T2,Hawthorn Pit,66.0,22.0,25.0,SITE-00232585,HAWTHORN PIT
536,HAWTHORN PIT,Hawthorn Pit T1,HAWTHORN PIT T1,Hawthorn Pit,66.0,22.0,25.0,SITE-00232585,HAWTHORN PIT
537,JORDANTHORPE,Woodseats,WOODSEATS,Woodseats,33.0,11.0,24.0,SITE-00266652,WOODSEATS 33/11KV 273
538,JORDANTHORPE,Greenhill,GREENHILL,Greenhill,33.0,11.0,24.0,SITE-00271225,GREENHILL 3661
539,JORDANTHORPE,Dronfield,DRONFIELD,Dronfield,33.0,11.0,24.0,SITE-00266958,DRONFIELD 2939
540,JORDANTHORPE,Baslow Road,BASLOW ROAD,Baslow Road,33.0,11.0,24.0,SITE-00272221,BASLOW ROAD 2954
541,KEADBY & GRIMSBY WEST,Wold Newton,NEWTON WOLD,Wold Newton,132.0,33.0,90.0,SITE-00266362,WOLD NEWTON 6
542,KEADBY & GRIMSBY WEST,Stow,STOW,Stow,33.0,11.0,24.0,SITE-00266181,STOW 41
543,KEADBY & GRIMSBY WEST,Station Road,ROAD STATION,Station Road,33.0,11.0,30.0,SITE-00266666,STATION ROAD 33
544,KEADBY & GRIMSBY WEST,South Reston,RESTON SOUTH,South Reston,33.0,11.0,24.0,SITE-00273466,SOUTH RESTON 55
545,KEADBY & GRIMSBY WEST,South Ferriby,FERRIBY SOUTH,South Ferriby,33.0,11.5,30.0,SITE-00267001,SOUTH FERRIBY (NEW) 29
546,KEADBY & GRIMSBY WEST,Scunthorpe South,SCUNTHORPE SOUTH,Scunthorpe South,132.0,33.0,90.0,SITE-00268145,SCUNTHORPE SOUTH 25
547,KEADBY & GRIMSBY WEST,Scunthorpe North,NORTH SCUNTHORPE,Scunthorpe North,132.0,33.0,90.0,SITE-00268143,SCUNTHORPE NORTH 24
548,KEADBY & GRIMSBY WEST,Scartho,SCARTHO,Scartho,33.0,11.0,18.75,SITE-00268050,SCARTHO 10
549,KEADBY & GRIMSBY WEST,Marsden Road,MARSDEN ROAD,Marsden Road,33.0,11.0,24.0,SITE-00266649,MARSDEN ROAD 50
550,KEADBY & GRIMSBY WEST,Louth,LOUTH,Louth,33.0,11.0,23.0,SITE-00266780,LOUTH 17
551,KEADBY & GRIMSBY WEST,Immingham,IMMINGHAM,Immingham,132.0,33.0,90.0,SITE-00309141,IMMINGHAM POWER 57846
552,KEADBY & GRIMSBY WEST,Hibaldstow,HIBALDSTOW,Hibaldstow,33.0,11.0,12.5,SITE-00268061,HIBALDSTOW 30
553,KEADBY & GRIMSBY WEST,HAXEY,HAXEY,Haxey,33.0,11.5,12.0,SITE-00273472,HAXEY 45050
554,KEADBY & GRIMSBY WEST,HARPSWELL,HARPSWELL,Harpswell,33.0,11.5,24.0,SITE-00271208,HARPSWELL 44
555,KEADBY & GRIMSBY WEST,Grimsby Docks,DOCKS GRIMSBY,Grimsby Docks,33.0,6.6,18.75,SITE-00272223,GRIMSBY DOCKS 11
556,KEADBY & GRIMSBY WEST,Great Coates,COATES GREAT,Great Coates,33.0,11.0,23.0,SITE-00273284,GREAT COATES 12
557,KEADBY & GRIMSBY WEST,GRAINTHORPE,GRAINTHORPE,Grainthorpe,33.0,11.0,7.5,SITE-00266885,GRAINTHORPE 18
558,KEADBY & GRIMSBY WEST,Foxhills,FOXHILLS,Foxhills,33.0,11.0,24.0,SITE-00268241,FOXHILLS 61
559,KEADBY & GRIMSBY WEST,Foxhills,FOXHILLS,Foxhills,33.0,11.0,24.0,SITE-00268241,FOXHILLS 61
560,KEADBY & GRIMSBY WEST,Firth Brown,BROWN FIRTH,Firth Brown,33.0,11.0,24.0,SITE-00268245,FIRTH BROWN 64
561,KEADBY & GRIMSBY WEST,Firth Brown,BROWN FIRTH,Firth Brown,33.0,11.0,24.0,SITE-00268245,FIRTH BROWN 64
562,KEADBY & GRIMSBY WEST,Doughty Road,DOUGHTY ROAD,Doughty Road,33.0,11.0,24.0,SITE-00272432,DOUGHTY ROAD 49
563,KEADBY & GRIMSBY WEST,Corringham Road,CORRINGHAM ROAD,Corringham Road,33.0,11.0,23.0,SITE-00272313,CORRINGHAM ROAD 37
564,KEADBY & GRIMSBY WEST,Convamore Road,CONVAMORE ROAD,Convamore Road,33.0,11.0,23.0,SITE-00271703,CONVAMORE ROAD 8
565,KEADBY & GRIMSBY WEST,BTP,BTP,BTP,33.0,11.0,18.75,SITE-00266365,BTP 13
566,KEADBY & GRIMSBY WEST,Broughton,BROUGHTON,Broughton,132.0,33.0,90.0,SITE-00266687,BROUGHTON 23
567,KEADBY & GRIMSBY WEST,Broughton,BROUGHTON,Broughton,132.0,33.0,90.0,SITE-00266687,BROUGHTON 23
568,KEADBY & GRIMSBY WEST,Bridges Road,BRIDGES ROAD,Bridges Road,33.0,11.0,23.0,SITE-00268150,BRIDGES ROAD 28
569,KEADBY & GRIMSBY WEST,Bottesford,BOTTESFORD,Bottesford,33.0,11.0,18.75,SITE-00266650,BOTTESFORD 27
570,KEADBY & GRIMSBY WEST,Blyton,BLYTON,Blyton,132.0,33.0,60.0,SITE-00266688,BLYTON 36
573,KIRKSTALL,West Park,PARK WEST,West Park,33.0,11.0,23.0,SITE-00266959,WEST PARK 995
574,KIRKSTALL,Upper Basinghall Street,BASINGHALL STREET UPPER,Upper Basinghall Street,33.0,11.0,24.0,SITE-00266889,UPPER BASINGHALL STREET 4377
575,KIRKSTALL,Hedley Chase,CHASE HEDLEY,Hedley Chase,33.0,11.0,23.0,SITE-00266953,HEDLEY CHASE 3910
576,KIRKSTALL,Fir Tree Lane,FIR LANE TREE,Fir Tree Lane,33.0,11.0,23.0,SITE-00266671,FIR TREE LANE 996
577,KIRKSTALL,Emerald Street,EMERALD STREET,Emerald Street,33.0,11.0,12.0,SITE-00266374,EMERALD STREET 43320
578,KIRKSTALL,Burley Street,BURLEY STREET,Burley Street,33.0,11.5,40.0,SITE-00266375,BURLEY STREET 8559
579,KIRKSTALL,Beeston Royds 33/11kV T7,BEESTON ROYDS T7,Beeston Royds 33/11kV,33.0,11.5,40.0,SITE-00267002,BEESTON ROYDS T6/T7 33/11 46146
580,KIRKSTALL,Beeston Royds 132/33kV,BEESTON ROYDS,Beeston Royds 132/33kV,132.0,33.0,90.0,SITE-00270929,BEESTON ROYDS 132/33KV 693
581,KIRKSTALL,Abbey Road,ABBEY ROAD,Abbey Road,33.0,11.0,23.0,SITE-00266912,ABBEY ROAD 3983
582,KNAREBOROUGH,Wormald Green GT2,GREEN GT2 WORMALD,Wormald Green 132/11kV,132.0,11.0,30.0,SITE-00234090,WORMALD GREEN
583,KNAREBOROUGH,Wormald Green GT1,GREEN GT1 WORMALD,Wormald Green 132/11kV,132.0,11.0,30.0,SITE-00234090,WORMALD GREEN
584,KNAREBOROUGH,Starbeck T2,STARBECK T2,Starbeck,33.0,11.0,18.75,SITE-00234096,STARBECK
585,KNAREBOROUGH,Sheriff Hutton,HUTTON SHERIFF,Sheriff Hutton,132.0,66.0,60.0,SITE-00238434,SHERIFF HUTTON
586,KNAREBOROUGH,Sessay Bridge Red,BRIDGE RED SESSAY,Sessay Bridge,33.0,11.0,24.0,SITE-00250404,SESSAY BRIDGE
587,KNAREBOROUGH,Roecliffe Industrial,INDUSTRIAL ROECLIFFE,Roecliffe Industrial,33.0,11.0,24.0,SITE-00237908,ROECLIFFE INDUSTRIAL
588,KNAREBOROUGH,Oatlands T2,OATLANDS T2,Oatlands,33.0,11.0,18.75,SITE-00234094,OATLANDS
589,KNAREBOROUGH,Husthwaite T1,HUSTHWAITE T1,Husthwaite,33.0,11.0,15.0,SITE-00234088,HUSTHWAITE
590,KNAREBOROUGH,Husthwaite GT2,GT2 HUSTHWAITE,Husthwaite,132.0,33.0,45.0,SITE-00234088,HUSTHWAITE
591,KNAREBOROUGH,Husthwaite GT1,GT1 HUSTHWAITE,Husthwaite,132.0,33.0,45.0,SITE-00234088,HUSTHWAITE
592,LACKENBY,Carlin How T2 T4,CARLIN HOW T2 T4,Carlin How T3 T4,66.0,11.5,24.0,SITE-00232014,CARLIN HOW
593,NEEPSEND,Stannington Road,ROAD STANNINGTON,Stannington Road,33.0,11.0,23.0,SITE-00273283,STANNINGTON ROAD 3447
594,NEEPSEND,LOXLEY ROAD,LOXLEY ROAD,Loxley Road,33.0,11.0,24.0,SITE-00268240,LOXLEY ROAD 33/11KV S/S 1057
595,NEEPSEND,Crookesmoor Road,CROOKESMOOR ROAD,Crookesmoor Road,33.0,11.0,23.0,SITE-00267096,CROOKESMOOR ROAD 3353
596,NEEPSEND,Claywheels Lane,CLAYWHEELS LANE,Claywheels Lane,33.0,11.0,24.0,SITE-00266783,CLAYWHEELS LANE 33/11KV 474
597,NEEPSEND,Blue Boy Street,BLUE BOY STREET,Blue Boy Street,33.0,11.0,24.0,SITE-00267099,BLUE BOY STREET 1718
598,NORTON,Richmond T2,RICHMOND T2,Richmond T2,33.0,11.5,24.0,SITE-00233064,RICHMOND
599,NORTON,Richmond T1,RICHMOND T1,Richmond T1,33.0,11.5,24.0,SITE-00233064,RICHMOND
600,NORTON,Wensleydale T1,T1 WENSLEYDALE,Wensleydale,33.0,11.5,14.0,SITE-00233066,WENSLEYDALE
601,NORTON,Urlay Nook T2,NOOK T2 URLAY,Urlay Nook,33.0,11.5,24.0,SITE-00228633,URLAY NOOK
602,NORTON,Romanby,ROMANBY,Romanby,33.0,11.5,10.0,SITE-00238105,ROMANBY
603,NORTON,Rise Carr T2,CARR RISE T2,Rise Carr,33.0,6.0,18.75,SITE-00229542,RISE CARR
604,NORTON,Northallerton T1,NORTHALLERTON T1,Northallerton,33.0,11.5,18.5,SITE-00233063,NORTHALLERTON
605,NORTON,North Tees T4,NORTH T4 TEES,North Tees,66.0,11.5,30.0,SITE-00244017,NORTH TEES
606,NORTON,North Tees T3,NORTH T3 TEES,North Tees,66.0,11.5,30.0,SITE-00244017,NORTH TEES
607,NORTON,Newton Aycliffe South T1,AYCLIFFE NEWTON SOUTH T1,Newton Aycliffe South,33.0,11.5,18.75,SITE-00229541,NEWTON AYCLIFFE SOUTH
608,NORTON,Millbank Lane T2,LANE MILLBANK T2,Millbank Lane,33.0,11.5,18.75,SITE-00232020,MILLBANK LANE
609,NORTON,Leeming Bar GT2,BAR GT2 LEEMING,Leeming Bar,132.0,33.0,90.0,SITE-00233059,LEEMING BAR
610,NORTON,Heighington T2,HEIGHINGTON T2,Heighington,33.0,11.5,32.0,SITE-00229540,HEIGHINGTON
611,NORTON,Heighington T1,HEIGHINGTON T1,Heighington,33.0,11.5,32.0,SITE-00229540,HEIGHINGTON
612,NORTON,Faraday Street T2,FARADAY STREET T2,Faraday Street,66.0,11.5,18.75,SITE-00232015,FARADAY STREET
613,NORTON,Darlington West T1,DARLINGTON T1 WEST,Darlington West,33.0,11.5,18.75,SITE-00233808,DARLINGTON
614,NORTON,Darlington T1,DARLINGTON T1,Darlington 33/11kV,33.0,11.5,18.75,SITE-00233808,DARLINGTON
615,NORTON,Darlington North GT1,DARLINGTON GT1 NORTH,Darlington North,132.0,33.0,90.0,SITE-00233808,DARLINGTON
616,NORTON,Darlington GT1,DARLINGTON GT1,Darlington 132/6kV,132.0,6.0,30.0,SITE-00233808,DARLINGTON
617,NORTON,Darlington Central GT1,CENTRAL DARLINGTON GT1,Darlington Central,132.0,33.0,60.0,SITE-00233809,DARLINGTON CENTRAL
618,NORTON,Bowesfield T2,BOWESFIELD T2,Bowesfield,33.0,11.5,32.0,SITE-00243882,BOWESFIELD
619,NORTON,Bowesfield GT2,BOWESFIELD GT2,Bowesfield,66.0,11.5,32.0,SITE-00243882,BOWESFIELD
620,NORTON,Bedale T2,BEDALE T2,Bedale,33.0,11.5,24.0,SITE-00233060,BEDALE
621,NORTON,Bedale T1,BEDALE T1,Bedale,33.0,11.5,24.0,SITE-00233060,BEDALE
622,NORTON,Barden Friar,BARDEN FRIAR,Barden Friar,33.0,20.0,7.5,SITE-00245041,BARDEN FRIAR
623,NORTON LEES,Marmion Road,MARMION ROAD,Marmion Road,33.0,11.0,24.0,SITE-00272415,MARMION ROAD 36
624,OSBALDWICK,Whitby T2,T2 WHITBY,Whitby T2,66.0,11.5,24.0,SITE-00233868,WHITBY
625,OSBALDWICK,York University T1,T1 UNIVERSITY YORK,York University,33.0,11.5,24.0,SITE-00232840,YORK UNIVERSITY
626,OSBALDWICK,Thornton Dale T2,DALE T2 THORNTON,Thornton Dale,66.0,11.5,24.0,SITE-00233867,THORNTON DALE
627,OSBALDWICK,Skeldergate T1,SKELDERGATE T1,Skeldergate,33.0,11.5,32.0,SITE-00232839,SKELDERGATE
628,OSBALDWICK,Sheriff Hutton T2,HUTTON SHERIFF T2,Sheriff Hutton,66.0,11.5,18.75,SITE-00238434,SHERIFF HUTTON
629,OSBALDWICK,Sheriff Hutton GT1,GT1 HUTTON SHERIFF,Sheriff Hutton,132.0,66.0,60.0,SITE-00238434,SHERIFF HUTTON
630,OSBALDWICK,Severus Hill T1,HILL SEVERUS T1,Severus Hill,33.0,11.5,24.0,SITE-00232838,SEVERUS HILL
631,OSBALDWICK,Scarborough T4,SCARBOROUGH T4,Scarborough 66/11kV,66.0,11.5,24.0,SITE-00233866,SCARBOROUGH
632,OSBALDWICK,Scarborough T2,SCARBOROUGH T2,Scarborough 33/11kV,33.0,11.5,32.0,SITE-00233866,SCARBOROUGH
633,OSBALDWICK,Scarborough T1,SCARBOROUGH T1,Scarborough 33/11kV,33.0,11.5,32.0,SITE-00233866,SCARBOROUGH
634,OSBALDWICK,Ravenscar,RAVENSCAR,Ravenscar,33.0,11.5,10.0,SITE-00236168,RAVENSCAR
635,OSBALDWICK,Newby T2,NEWBY T2,Newby,33.0,11.5,24.0,SITE-00238433,NEWBY
636,PITSMOOR,Stevenson Road,ROAD STEVENSON,Stevenson Road,33.0,11.0,23.0,SITE-00267106,STEVENSON ROAD 3894
637,PITSMOOR,Stanley Street,STANLEY STREET,Stanley Street,33.0,11.0,24.0,SITE-00266655,STANLEY STREET 195
638,PITSMOOR,Newhall Road,NEWHALL ROAD,Newhall Road,33.0,11.0,24.0,SITE-00273465,NEWHALL ROAD 212
639,PITSMOOR,Barnsley Road,BARNSLEY ROAD,Barnsley Road,33.0,11.5,30.0,SITE-00266545,BARNSLEY ROAD 48566
640,SALTEND NORTH,Yorkshire Water Hull Road,HULL ROAD WATER YORKSHIRE,Yorkshire Water Hull Road,33.0,11.5,24.0,SITE-00268159,YORKSHIRE WATER HULL ROAD 9417
641,SALTEND NORTH,Saltend 132/33kV,SALTEND,Saltend 132/33kV,132.0,33.0,45.0,SITE-00268148,SALTEND 7859
642,SALTEND NORTH,PATRINGTON ROAD,PATRINGTON ROAD,Patrington Road,33.0,11.5,24.0,SITE-00271975,PATRINGTON ROAD EAST 8813
643,SALTEND NORTH,King George Dock,DOCK GEORGE KING,King George Dock,33.0,11.5,30.0,SITE-00318429,KING GEORGE DOCK 56014
644,SALTEND NORTH,King George Dock,DOCK GEORGE KING,King George Dock,33.0,11.5,30.0,SITE-00318429,KING GEORGE DOCK 56014
645,SALTEND NORTH,Hull East 33/11kV,EAST HULL,Hull East 33/11kV,33.0,11.5,25.0,SITE-00267169,HULL EAST 4061
646,SALTEND NORTH,Hull East 132/33kV,EAST HULL,Hull East 132/33kV,132.0,33.0,90.0,SITE-00267169,HULL EAST 4061
647,SALTHOLME,Tees Industrial T2 T4,INDUSTRIAL T2 T4 TEES,Tees Industrial T3 T4,66.0,11.5,19.0,SITE-00229403,TEES INDUSTRIAL
648,SALTHOLME,Seal Sands GT1,GT1 SANDS SEAL,Seal Sands,132.0,66.0,90.0,SITE-00229039,SEAL SANDS
649,SALTHOLME,Greatham GT2,GREATHAM GT2,Greatham,132.0,11.5,30.0,SITE-00229036,GREATHAM
650,SALTHOLME,Greatham GT1,GREATHAM GT1,Greatham,132.0,11.5,30.0,SITE-00229036,GREATHAM
651,SHEFFIELD CITY,Ellin Street 2,2 ELLIN STREET,Ellin Street 2,33.0,11.0,24.0,SITE-00268049,ELLIN STREET 622
652,SHEFFIELD CITY,Victoria Street,STREET VICTORIA,Victoria Street,33.0,11.0,24.0,SITE-00266177,VICTORIA STREET 630
653,SHEFFIELD CITY,Silver Street,SILVER STREET,Silver Street,33.0,11.0,24.0,SITE-00272410,SILVER STREET 3900
654,SHEFFIELD CITY,Silver Street,SILVER STREET,Silver Street,33.0,11.0,24.0,SITE-00272410,SILVER STREET 3900
655,SHEFFIELD CITY,Park Hill,HILL PARK,Park Hill,33.0,11.0,24.0,SITE-00271707,PARK HILL 2146
657,SKELTON GRANGE,Wakefield North,NORTH WAKEFIELD,Wakefield North,132.0,33.0,90.0,SITE-00270739,WAKEFIELD NORTH 6040
658,SKELTON GRANGE,Varley Street,STREET VARLEY,Varley Street,33.0,11.0,18.75,SITE-00272222,VARLEY STREET 879
659,SKELTON GRANGE,Thornbury,THORNBURY,Thornbury,33.0,11.0,18.75,SITE-00266917,THORNBURY 22
660,SKELTON GRANGE,Thornbury,THORNBURY,Thornbury,33.0,11.0,18.75,SITE-00266917,THORNBURY 22
661,SKELTON GRANGE,Swinnow Moor,MOOR SWINNOW,Swinnow Moor,33.0,11.0,18.75,SITE-00266883,SWINNOW MOOR 779
662,SKELTON GRANGE,Sweet Street,STREET SWEET,Sweet Street,33.0,11.5,30.0,SITE-00266544,SWEET STREET 46829
663,SKELTON GRANGE,Stourton 33/11kV,STOURTON,Stourton 33/11kV,33.0,11.0,18.75,SITE-00271209,STOURTON 1334
664,SKELTON GRANGE,Stourton 132/11kV,STOURTON,Stourton 132/11kV,132.0,11.5,30.0,SITE-00271209,STOURTON 1334
665,SKELTON GRANGE,Royds Lane,LANE ROYDS,Royds Lane,33.0,11.0,23.0,SITE-00268063,ROYDS LANE 3932
666,SKELTON GRANGE,Rodley,RODLEY,Rodley,132.0,33.0,90.0,SITE-00271716,RODLEY LANE 265
667,SKELTON GRANGE,Pontefract Lane 3,3 LANE PONTEFRACT,Pontefract Lane 3,33.0,11.0,23.0,SITE-00271704,PONTEFRACT LANE 2852
669,SKELTON GRANGE,Outwood,OUTWOOD,Outwood,33.0,11.0,18.75,SITE-00272314,OUTWOOD 6053
670,SKELTON GRANGE,Outwood,OUTWOOD,Outwood,33.0,11.0,18.75,SITE-00272314,OUTWOOD 6053
671,SKELTON GRANGE,Odsal,ODSAL,Odsal,33.0,11.0,23.0,SITE-00266168,ODSAL 21
672,SKELTON GRANGE,Moor Road,MOOR ROAD,Moor Road,33.0,11.0,18.75,SITE-00271711,MOOR ROAD 357
673,SKELTON GRANGE,Milton Place,MILTON PLACE,Milton Place,33.0,11.0,18.75,SITE-00266956,MILTON PLACE 6049
674,SKELTON GRANGE,Low Road,LOW ROAD,Low Road,132.0,33.0,120.0,SITE-00270931,LOW ROAD 132/33KV 999
675,SKELTON GRANGE,Low Road,LOW ROAD,Low Road,132.0,33.0,120.0,SITE-00270931,LOW ROAD 132/33KV 999
676,SKELTON GRANGE,Low Moor,LOW MOOR,Low Moor,33.0,11.5,23.0,SITE-00272436,LOW MOOR 49
677,SKELTON GRANGE,Low Moor,LOW MOOR,Low Moor,33.0,11.5,23.0,SITE-00272436,LOW MOOR 49
678,SKELTON GRANGE,Liversedge,LIVERSEDGE,Liversedge,33.0,11.0,18.75,SITE-00266184,LIVERSEDGE 14
679,SKELTON GRANGE,Leylands Road,LEYLANDS ROAD,Leylands Road,33.0,11.0,23.0,SITE-00271422,LEYLANDS ROAD 4151
680,SKELTON GRANGE,Leeds North,LEEDS NORTH,Leeds North,132.0,33.0,90.0,SITE-00266690,LEEDS NORTH 3348
681,SKELTON GRANGE,Leasowe Road,LEASOWE ROAD,Leasowe Road,33.0,11.0,23.0,SITE-00272413,LEASOWE ROAD 3396
682,SKELTON GRANGE,Hillcrest,HILLCREST,Hillcrest,33.0,11.0,18.75,SITE-00273281,HILLCREST 556
683,SKELTON GRANGE,EMERALD STREET,EMERALD STREET,Emerald Street,33.0,11.5,12.0,SITE-00266374,EMERALD STREET 43320
684,SKELTON GRANGE,Clarence Road,CLARENCE ROAD,Clarence Road,33.0,11.5,30.0,SITE-00266385,CLARENCE ROAD 2076
685,SKELTON GRANGE,Buslingthorpe Green,BUSLINGTHORPE GREEN,Buslingthorpe Green,33.0,11.0,23.0,SITE-00266685,BUSLINGTHORPE GREEN 3849
686,SKELTON GRANGE,Burnleyville,BURNLEYVILLE,Burnleyville,33.0,11.0,23.0,SITE-00266698,BURNLEYVILLE 4
687,SKELTON GRANGE,Burmantofts,BURMANTOFTS,Burmantofts,33.0,11.0,18.75,SITE-00267103,BURMANTOFTS 2267
688,SKELTON GRANGE,Brookfield Street,BROOKFIELD STREET,Brookfield Street,33.0,11.0,23.0,SITE-00268243,BROOKFIELD STREET 3779
689,SKELTON GRANGE,Brookfield Street,BROOKFIELD STREET,Brookfield Street,33.0,11.0,23.0,SITE-00268243,BROOKFIELD STREET 3779
690,SKELTON GRANGE,Birkby,BIRKBY,Birkby,33.0,11.0,24.0,SITE-00266880,BIRKBY 1
691,SPENNYMOOR,Spennymoor T2,SPENNYMOOR T2,Spennymoor,66.0,22.0,44.0,SITE-00229452,SPENNYMOOR
692,SPENNYMOOR,Spennymoor T1,SPENNYMOOR T1,Spennymoor,66.0,22.0,44.0,SITE-00229452,SPENNYMOOR
693,SPENNYMOOR,Spennymoor GT1,GT1 SPENNYMOOR,Spennymoor,132.0,66.0,75.0,SITE-00229452,SPENNYMOOR
694,SPENNYMOOR,Potter House GT1,GT1 HOUSE POTTER,Potter House,132.0,66.0,120.0,SITE-00230143,POTTER HOUSE
695,SPENNYMOOR,Meadowfield T1,MEADOWFIELD T1,Meadowfield,66.0,11.5,24.0,SITE-00230142,MEADOWFIELD
696,SPENNYMOOR,Low Spennymoor T2,LOW SPENNYMOOR T2,Low Spennymoor,66.0,11.5,24.0,SITE-00229452,SPENNYMOOR
697,SPENNYMOOR,Low Spennymoor T1,LOW SPENNYMOOR T1,Low Spennymoor,66.0,11.5,24.0,SITE-00229452,SPENNYMOOR
698,SPENNYMOOR,Brancepeth T2,BRANCEPETH T2,Brancepeth,66.0,20.0,40.0,SITE-00228640,BRANCEPETH
699,SPENNYMOOR,Belmont T1,BELMONT T1,Belmont,66.0,11.5,32.0,SITE-00228639,BELMONT
700,STELLA,Westerhope T2,T2 WESTERHOPE,Westerhope,33.0,11.5,18.75,SITE-00229090,WESTERHOPE
701,STELLA,West Wylam T1,T1 WEST WYLAM,West Wylam,66.0,22.0,30.0,SITE-00233930,WEST WYLAM
702,STELLA,Ravensworth GT1,GT1 RAVENSWORTH,Ravensworth,132.0,66.0,75.0,SITE-00248663,RAVENSWORTH
703,STELLA,Pilgrim T2,PILGRIM T2,Pilgrim,33.0,11.5,32.0,SITE-00229087,PILGRIM
704,STELLA,Pilgrim T1,PILGRIM T1,Pilgrim,33.0,11.5,32.0,SITE-00229087,PILGRIM
705,STELLA,Newcastle Airport T1,AIRPORT NEWCASTLE T1,Newcastle Airport,33.0,11.5,24.0,SITE-00237905,NEWCASTLE AIRPORT
706,STELLA,Newburn Haugh T1,HAUGH NEWBURN T1,Newburn Haugh,132.0,11.5,30.0,SITE-00238106,NEWBURN HAUGH
707,STELLA,Kenton T1,KENTON T1,Kenton,33.0,11.5,24.0,SITE-00229084,KENTON
708,STELLA,Hexham T2,HEXHAM T2,Hexham,66.0,22.0,37.5,SITE-00233927,HEXHAM
709,STELLA,Harraton GT2,GT2 HARRATON,Harraton,132.0,11.0,30.0,SITE-00241150,HARRATON
710,STELLA,Harraton GT1,GT1 HARRATON,Harraton,132.0,11.0,30.0,SITE-00241150,HARRATON
711,STELLA,Educational Precinct T2,EDUCATIONAL PRECINCT T2,Educational Precinct,33.0,11.5,30.0,SITE-00229081,EDUCATIONAL PRECINCT
712,STELLA,Educational Precinct T1,EDUCATIONAL PRECINCT T1,Educational Precinct,33.0,11.5,30.0,SITE-00229081,EDUCATIONAL PRECINCT
713,STELLA,Dunston T4,DUNSTON T4,Dunston,66.0,22.0,30.0,SITE-00232660,DUNSTON
714,STELLA,Dunston GT1,DUNSTON GT1,Dunston,132.0,66.0,150.0,SITE-00232660,DUNSTON
715,STELLA,Corporation Street T2,CORPORATION STREET T2,Corporation Street,33.0,11.5,18.75,SITE-00229080,CORPORATION STREET
716,STELLA,Close T1,CLOSE T1,Close,66.0,11.5,32.0,SITE-00233800,CLOSE
717,STELLA,Blucher GT2,BLUCHER GT2,Blucher,132.0,33.0,90.0,SITE-00229077,BLUCHER
718,STELLA,Benwell T1,BENWELL T1,Benwell,66.0,11.5,40.0,SITE-00229079,BENWELL
719,STELLA,Bensham T2,BENSHAM T2,Bensham,66.0,11.5,32.0,SITE-00233196,BENSHAM
720,STELLA,Barrack Road GT1,BARRACK GT1 ROAD,Barrack Road,132.0,33.0,120.0,SITE-00228779,BARRACK ROAD
721,STELLA,Annfield GT2,ANNFIELD GT2,Annfield,132.0,66.0,75.0,SITE-00232584,ANNFIELD
722,THURCROFT,Mexborough 3,3 MEXBOROUGH,Mexborough 3,66.0,11.0,18.75,SITE-00272408,MEXBOROUGH 4743
723,THURCROFT,Kiveton Park,KIVETON PARK,Kiveton Park,66.0,11.0,12.5,SITE-00266955,KIVETON PARK 2461
724,THURCROFT,Harworth,HARWORTH,Harworth,66.0,11.5,30.0,SITE-00266735,HARWORTH 1286
725,TYNEMOUTH,Willington T1,T1 WILLINGTON,Willington,33.0,11.5,18.75,SITE-00228777,WILLINGTON
726,TYNEMOUTH,Tynemouth Central T1,CENTRAL T1 TYNEMOUTH,Tynemouth Central,33.0,11.5,18.75,SITE-00228776,TYNEMOUTH CENTRAL
727,TYNEMOUTH,Simonside T1,SIMONSIDE T1,Simonside,33.0,11.5,24.0,SITE-00233921,SIMONSIDE
728,TYNEMOUTH,Killingworth T2,KILLINGWORTH T2,Killingworth,33.0,11.5,24.0,SITE-00228774,KILLINGWORTH
729,TYNEMOUTH,Jarrow T2,JARROW T2,Jarrow,33.0,11.5,18.75,SITE-00233641,JARROW
730,TYNEMOUTH,Jarrow T1,JARROW T1,Jarrow,33.0,11.5,18.75,SITE-00233641,JARROW
731,TYNEMOUTH,Howdon T1,HOWDON T1,Howdon,33.0,11.5,18.75,SITE-00228773,HOWDON
732,TYNEMOUTH,Gosforth GT2,GOSFORTH GT2,Gosforth,33.0,11.5,32.0,SITE-00229078,GOSFORTH
733,TYNEMOUTH,Gosforth GT1,GOSFORTH GT1,Gosforth,33.0,11.5,32.0,SITE-00229078,GOSFORTH
734,TYNEMOUTH,Garwood Street T2,GARWOOD STREET T2,Garwood Street,33.0,11.5,32.0,SITE-00232701,GARWOOD STREET
